广东省各级人民检察院2025年考试录用公务员职位表,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否限应届毕业生报考,其他要求,考区
深圳市光明区人民检察院,4020010,检察业务部门五级检察官助理,40200102551003 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),法律史(A030102),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)","法学(B030101),知识产权(B030102)",,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市光明区人民检察院,4020010,检察业务部门五级检察官助理,40200102551004 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),法律史(A030102),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)","法学(B030101),知识产权(B030102)",,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市光明区人民检察院,4020010,检察业务部门五级检察官助理,40200102551005 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),法律史(A030102),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)","法学(B030101),知识产权(B030102)",,否,否,通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市龙华区人民检察院,4020011,检察业务部门五级检察官助理,40200112551001 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（法学）(A030112)",法学类(B0301),,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市龙华区人民检察院,4020011,检察业务部门五级检察官助理,40200112551002 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（法学）(A030112)",法学类(B0301),,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市龙华区人民检察院,4020011,检察业务部门五级检察官助理,40200112551003 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（法学）(A030112)",法学类(B0301),,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市龙华区人民检察院,4020011,检察业务部门五级检察官助理,40200112551004 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（法学）(A030112)",法学类(B0301),,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
深圳市龙华区人民检察院,4020011,司法行政部门四级主任科员,40200112552001 ,从事综合协调、会务统筹、综合文稿起草、新闻宣传等工作,检察院司法行政职位,1,研究生,硕士以上,"马克思主义哲学(A010101),中国哲学(A010102),社会学(A030301),汉语言文字学(A050103),新闻学(A050301)",,,否,否,男性,深圳
深圳市龙华区人民检察院,4020011,司法行政部门四级主任科员,40200112552002 ,从事综合协调、会务统筹、综合文稿起草、新闻宣传等工作,检察院司法行政职位,1,研究生,硕士以上,"马克思主义哲学(A010101),中国哲学(A010102),社会学(A030301),汉语言文字学(A050103),新闻学(A050301)",,,否,否,女性,深圳
深圳深汕特别合作区人民检察院,4020012,检察业务部门五级检察官助理,40200122551001 ,从事检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,通过法律职业资格考试;普通高等院校毕业生（非在职）,深圳
广东省珠海市人民检察院,4030001,五级检察官助理,40300012551001 ,从事检察业务辅助工作,检察院检察官助理职位,2,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
广东省珠海市人民检察院,4030001,五级检察官助理,40300012551002 ,从事检察业务辅助工作,检察院检察官助理职位,2,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市香洲区人民检察院,4030002,五级检察官助理,40300022551001 ,从事检察业务辅助工作,检察院检察官助理职位,2,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),经济法学(A030107)",,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市香洲区人民检察院,4030002,五级检察官助理,40300022551002 ,从事检察业务辅助工作,检察院检察官助理职位,2,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),经济法学(A030107)",,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市香洲区人民检察院,4030002,一级科员,40300022552001 ,从事司法行政工作,检察院司法行政职位,1,研究生,硕士以上,"计算机科学与技术(A0812),计算机技术硕士（专业硕士）(A084004)",,,否,2025届高校毕业生,,珠海
珠海市金湾区人民检察院,4030003,五级检察官助理,40300032551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,"刑法学(A030104),诉讼法学(A030106)","法学(B030101),知识产权(B030102)",,否,否,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",珠海
珠海市金湾区人民检察院,4030003,五级检察官助理,40300032551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,"刑法学(A030104),诉讼法学(A030106)","法学(B030101),知识产权(B030102)",,否,否,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",珠海
珠海市金湾区人民检察院,4030003,五级检察官助理,40300032551003 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,"刑法学(A030104),诉讼法学(A030106)","法学(B030101),知识产权(B030102)",,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",珠海
珠海市金湾区人民检察院,4030003,五级检察官助理,40300032551004 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,"刑法学(A030104),诉讼法学(A030106)","法学(B030101),知识产权(B030102)",,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",珠海
珠海市斗门区人民检察院,4030004,五级检察官助理,40300042551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市斗门区人民检察院,4030004,五级检察官助理,40300042551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
汕头市人民检察院,4040001,检察业务部门五级检察官助理,40400012551001 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,"刑法学(A030104),诉讼法学(A030106),法律（非法学）(A030111),法律（法学）(A030112)",,,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市人民检察院,4040001,检察业务部门五级检察官助理,40400012551002 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,"刑法学(A030104),诉讼法学(A030106),法律（非法学）(A030111),法律（法学）(A030112)",,,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市人民检察院,4040001,检察业务部门五级检察官助理,40400012551003 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,"宪法学与行政法学(A030103),民商法学（含：劳动法学、社会保障法学）(A030105),法律（非法学）(A030111),法律（法学）(A030112)",,,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市人民检察院,4040001,检察业务部门五级检察官助理,40400012551004 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,"宪法学与行政法学(A030103),民商法学（含：劳动法学、社会保障法学）(A030105),法律（非法学）(A030111),法律（法学）(A030112)",,,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市金平区人民检察院,4040002,检察业务部门五级检察官助理,40400022551001 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",汕头
汕头市金平区人民检察院,4040002,检察业务部门五级检察官助理,40400022551002 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",汕头
汕头市金平区人民检察院,4040002,检察业务部门五级检察官助理,40400022551003 ,从事协助检察相关业务工作,检察院检察官助理职位,2,本科以上,学士以上,"刑法学(A030104),经济法学(A030107)","法学(B030101),知识产权(B030102)",,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市金平区人民检察院,4040002,检察业务部门五级检察官助理,40400022551004 ,从事协助检察相关业务工作,检察院检察官助理职位,2,本科以上,学士以上,"刑法学(A030104),经济法学(A030107)","法学(B030101),知识产权(B030102)",,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市龙湖区人民检察院,4040003,司法行政部门一级科员,40400032552001 ,从事检察技术保障工作,检察院司法行政职位,1,本科以上,学士以上,计算机科学与技术(A0812),计算机类(B0809),,否,应届毕业生,,汕头
汕头市濠江区人民检察院,4040004,检察业务部门五级检察官助理,40400042551001 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市濠江区人民检察院,4040004,检察业务部门五级检察官助理,40400042551002 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市澄海区人民检察院,4040005,检察业务部门五级检察官助理,40400052551001 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市澄海区人民检察院,4040005,检察业务部门五级检察官助理,40400052551002 ,从事协助检察相关业务工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市澄海区人民检察院,4040005,检察业务部门五级检察官助理,40400052551003 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市澄海区人民检察院,4040005,检察业务部门五级检察官助理,40400052551004 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市潮阳区人民检察院,4040006,司法行政部门一级科员,40400062552001 ,从事党务、组织、人事、档案管理等司法行政工作,检察院司法行政职位,1,本科以上,学士以上,"法学(A0301),政治学(A0302),马克思主义理论(A0305),中国语言文学(A0501),新闻传播学(A0503),计算机科学与技术(A0812)","法学(B030101),政治学与行政学(B030201),马克思主义理论(B030504),汉语言文学(B050101),新闻学(B050301),网络与新媒体(B050306),计算机科学与技术(B080901),人力资源管理(B120206),审计学(B120207)",,否,否,男性,汕头
汕头市潮阳区人民检察院,4040006,司法行政部门一级科员,40400062552002 ,从事党务、组织、人事、档案管理等司法行政工作,检察院司法行政职位,1,本科以上,学士以上,"法学(A0301),政治学(A0302),马克思主义理论(A0305),中国语言文学(A0501),新闻传播学(A0503),计算机科学与技术(A0812)","法学(B030101),政治学与行政学(B030201),马克思主义理论(B030504),汉语言文学(B050101),新闻学(B050301),网络与新媒体(B050306),计算机科学与技术(B080901),人力资源管理(B120206),审计学(B120207)",,否,否,女性,汕头
汕头市潮南区人民检察院,4040007,检察业务部门五级检察官助理,40400072551001 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),知识产权(B030102)",,否,应届毕业生,"男性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市潮南区人民检察院,4040007,检察业务部门五级检察官助理,40400072551002 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),知识产权(B030102)",,否,应届毕业生,"女性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市潮南区人民检察院,4040007,检察业务部门五级检察官助理,40400072551003 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
汕头市潮南区人民检察院,4040007,检察业务部门五级检察官助理,40400072551004 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
南澳县人民检察院,4040008,检察业务部门五级检察官助理,40400082551001 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
南澳县人民检察院,4040008,检察业务部门五级检察官助理,40400082551002 ,从事协助检察相关业务工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",汕头
佛山市人民检察院,4050001,检察业务岗五级检察官助理,40500012551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市人民检察院,4050001,检察业务岗五级检察官助理,40500012551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市人民检察院,4050001,检察业务岗五级检察官助理,40500012551003 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,"诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市人民检察院,4050001,检察业务岗五级检察官助理,40500012551004 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,"诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市人民检察院,4050001,司法警察岗一级警员,40500012553001 ,从事司法警察工作,检察院司法警察职位,1,本科以上,学士以上,公安技术(A0838),"刑事科学技术(B083101),数据警务技术(B083110),食品药品环境犯罪侦查技术(B083111)",,否,否,男性;需开展心理素质测评,佛山
佛山市禅城区人民检察院,4050002,检察业务岗五级检察官助理,40500022551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,2025届高校毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市禅城区人民检察院,4050002,检察业务岗五级检察官助理,40500022551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,2025届高校毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市禅城区人民检察院,4050002,检察业务岗五级检察官助理,40500022551003 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市禅城区人民检察院,4050002,检察业务岗五级检察官助理,40500022551004 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市禅城区人民检察院,4050002,检察业务岗五级检察官助理,40500022551005 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),经济法学(A030107)",,,否,2025届高校毕业生,通过法律职业资格考试;普通高等院校毕业生（非在职）,佛山
佛山市禅城区人民检察院,4050002,司法行政部门一级科员,40500022552001 ,从事会计、建设工程招投标管理等工作,检察院司法行政职位,1,本科以上,学士以上,"建筑学(A0813),土木工程(A0814),土木工程硕士（专业硕士）(A084401),工程管理硕士（专业硕士）(A120102),会计学(A120201),会计硕士（专业硕士）(A120206)","建筑学(B081001),土木工程(B081101),工程管理(B120103),会计学(B120203),财务管理(B120204)",,否,2025届高校毕业生,,佛山
佛山市顺德区人民检察院,4050004,检察业务岗五级检察官助理,40500042551001 ,从事检察业务辅助工作,检察院检察官助理职位,4,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市顺德区人民检察院,4050004,检察业务岗五级检察官助理,40500042551002 ,从事检察业务辅助工作,检察院检察官助理职位,4,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市高明区人民检察院,4050005,检察官助理五级检察官助理,40500052551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市高明区人民检察院,4050005,检察官助理五级检察官助理,40500052551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市高明区人民检察院,4050005,司法警察一级警员,40500052553001 ,从事司法警察工作,检察院司法警察职位,1,本科以上,学士以上,公安学(A0306),公安学类(B0306),,否,否,男性;需开展心理素质测评,佛山
佛山市三水区人民检察院,4050006,检察业务岗五级检察官助理,40500062551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市三水区人民检察院,4050006,检察业务岗五级检察官助理,40500062551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市三水区人民检察院,4050006,司法行政岗一级科员,40500062552001 ,从事综合行政工作,检察院司法行政职位,1,研究生,硕士以上,"马克思主义哲学(A010101),政治经济学(A020101),社会学(A030301),社会工作硕士（专业硕士）(A030305),马克思主义理论(A0305),会计学(A120201),会计硕士（专业硕士）(A120206),行政管理(A120401),公共管理硕士（专业硕士）(A120406)",,,否,2025届高校毕业生,,佛山
韶关市人民检察院,4060001,检察业务部门五级检察官助理,40600012551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,06法律类,06法律类,,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
韶关市人民检察院,4060001,检察业务部门五级检察官助理,40600012551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,06法律类,06法律类,,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
韶关市人民检察院,4060001,司法行政部门一级科员,40600012552001 ,从事司法行政工作,检察院司法行政职位,1,本科以上,学士以上,08中文传播类,08中文传播类,,否,否,男性,韶关
韶关市人民检察院,4060001,司法行政部门一级科员,40600012552002 ,从事司法行政工作,检察院司法行政职位,1,本科以上,学士以上,08中文传播类,08中文传播类,,否,否,女性,韶关
乐昌市人民检察院,4060002,检察业务部门五级检察官助理,40600022551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,否,通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
乐昌市人民检察院,4060002,司法行政部门一级科员,40600022552001 ,从事文稿撰写及文秘工作,检察院司法行政职位,1,本科,学士,,中国语言文学类(B0501),,否,否,,韶关
南雄市人民检察院,4060003,检察业务部门五级检察官助理,40600032551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
南雄市人民检察院,4060003,检察业务部门五级检察官助理,40600032551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
南雄市人民检察院,4060003,司法行政部门一级科员,40600032552001 ,从事干部日常管理、工资统计等工作,检察院司法行政职位,1,本科,学士,,"财务管理(B120204),人力资源管理(B120206)",,否,否,,韶关
仁化县人民检察院,4060004,检察业务部门五级检察官助理,40600042551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
仁化县人民检察院,4060004,办公室（司法警察大队）一级警员,40600042553001 ,从事司法警察工作,检察院司法警察职位,1,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,否,男性,韶关
新丰县人民检察院,4060007,第一检察部五级检察官助理,40600072551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
新丰县人民检察院,4060007,第一检察部五级检察官助理,40600072551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
韶关市曲江区人民检察院,4060011,检察业务部门五级检察官助理,40600112551001 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,男性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
韶关市曲江区人民检察院,4060011,检察业务部门五级检察官助理,40600112551002 ,从事检察业务辅助工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,女性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
河源市东源县人民检察院,4070003,机关五级检察官助理,40700032551001 ,从事协助主办检察官相关工作,检察院检察官助理职位,1,本科,学士,,06法律类,,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,河源
河源市东源县人民检察院,4070003,机关五级检察官助理,40700032551002 ,从事协助主办检察官相关工作,检察院检察官助理职位,1,本科,学士,,06法律类,,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,河源
河源市紫金县人民检察院,4070004,机关五级检察官助理,40700042551001 ,从事协助主办检察官相关工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,否,男性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,河源
河源市紫金县人民检察院,4070004,机关五级检察官助理,40700042551002 ,从事协助主办检察官相关工作,检察院检察官助理职位,1,本科,学士,,法学类(B0301),,否,否,女性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,河源
龙川县人民检察院,4070005,机关一级警员,40700052553001 ,从事检察警务等工作,检察院司法警察职位,1,本科,学士,,法学类(B0301),,否,否,男性,河源
龙川县人民检察院,4070005,机关一级警员,40700052553002 ,从事检察警务等工作,检察院司法警察职位,1,本科,学士,,法学类(B0301),,否,否,女性,河源
和平县人民检察院,4070006,机关五级检察官助理,40700062551001 ,从事协助主办检察官相关工作,检察院检察官助理职位,2,本科,学士,,法学类(B0301),,否,2025届高校毕业生,女性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,河源
