附件1,,,,,,,,,,,,,,,
广东省县级以上机关2025年考试录用公务员职位表（不含公安、法检、监狱、戒毒系统）,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否限应届毕业生报考,其他要求,考区
惠州市市场监督管理局,1090060,业务科室四级主任科员,10900602555006 ,从事食品、药品安全监督管理相关工作,综合管理类职位,1,研究生,硕士,"发酵工程(A082204),食品加工与安全硕士（专业硕士）(A083205),营养与食品卫生学(A100403)",,,否,应届毕业生,,惠州
惠州市市场监督管理局,1090060,惠州市食品药品检验所四级主任科员,10900602555007 ,从事药品检验工作,综合管理类职位,1,研究生,硕士,"药学(A1007),中药学(A1008)",,,否,应届毕业生,,惠州
惠州市公路事务中心,1090072,内设机构二级主任科员以下,10900722555001 ,从事公路、桥梁、养护工程等项目事务工作,综合管理类职位,1,本科以上,学士以上,"市政工程(A081404),桥梁与隧道工程(A081406),土木工程硕士（专业硕士）(A084401)","土木工程(B081101),道路桥梁与渡河工程(B081106)",,否,2025届高校毕业生,,惠州
惠州市供销合作联社,1090075,业务科室二级主任科员以下,10900752555001 ,从事农业社会化服务、农资储备、系统企业改革发展和经营管理、数字供销等工作,综合管理类职位,1,本科以上,学士以上,"农业机械化工程(A082801),农业经济管理(A120301)","数字经济(B020107),农业机械化及其自动化(B082402),农林经济管理(B120301)",,否,应届毕业生,,惠州
惠州市农业农村综合服务中心,1090080,内设机构二级主任科员,10900802555001 ,从事农业技术推广服务工作,综合管理类职位,1,研究生,博士,"作物遗传育种(A090102),园艺学(A0902),农业昆虫与害虫防治(A090402),农业经济管理(A120301)",,,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,惠阳分局一级科员,10900842557001 ,从事社保业务统计相关工作,综合管理类职位,1,本科,学士,,统计学类(B0711),,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,博罗分局一级科员,10900842557002 ,从事社保业务相关工作,综合管理类职位,1,本科,学士,,新闻传播学类(B0503),,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,博罗分局一级科员,10900842557003 ,从事社会保险内控稽查、法务工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,龙门分局一级科员,10900842557004 ,从事社会保险内控稽查、法务工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,大亚湾分局四级主任科员以下,10900842557005 ,从事社保信息档案相关工作,综合管理类职位,1,本科以上,学士、硕士,"计算机科学与技术(A0812),计算机技术硕士（专业硕士）(A084004),大数据技术与工程硕士（专业硕士）(A084011)","计算机科学与技术(B080901),数据科学与大数据技术(B080910)",,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,仲恺分局一级科员,10900842557006 ,从事社会保险内控稽查、法务工作,综合管理类职位,2,本科,学士,,法学类(B0301),,否,应届毕业生,,惠州
惠州市社会保险基金管理局,1090084,仲恺分局一级科员,10900842557007 ,从事社保业务相关工作,综合管理类职位,1,本科,学士,,"劳动关系(B120211),劳动与社会保障(B120403)",,否,应届毕业生,,惠州
惠州市市政园林事务中心,1090089,内设机构二级主任科员以下,10900892555001 ,从事城市道路和桥梁隧道工程建设养护的项目实施及预结（决）算等工作,综合管理类职位,1,本科以上,学士以上,"桥梁与隧道工程(A081406),土木工程硕士（专业硕士）(A084401),工程管理硕士（专业硕士）(A120102)","土木工程(B081101),道路桥梁与渡河工程(B081106),工程造价(B120105)",,否,2025届高校毕业生,,惠州
惠州市住房公积金管理中心,1090091,惠东管理部一级科员,10900912557001 ,从事住房公积金方面工作,综合管理类职位,1,本科,学士,,"金融工程(B020302),金融数学(B020305),经济与金融(B020307),精算学(B020308),新闻传播学类(B0503),计算机类(B0809),建筑学(B081001),土木类(B0811),工程管理(B120103),房地产开发与管理(B120104),工程造价(B120105),工程审计(B120109)",,否,应届毕业生,,惠州
惠州市机关事务管理局,1090094,服务保障一科四级主任科员,10900942555001 ,从事市行政服务中心食堂相关工作,综合管理类职位,1,研究生,硕士,"食品科学与工程(A0832),公共管理(A1204)",,,否,应届毕业生,,惠州
惠州市机关事务管理局,1090094,办公室四级主任科员,10900942555002 ,从事法律、文秘、应急管理相关工作,综合管理类职位,1,研究生,硕士,"法学(A03),安全科学与工程(A0837)",,,否,应届毕业生,,惠州
惠州市机关事务管理局,1090094,办公用房管理科四级主任科员,10900942555003 ,从事办公用房、建设管理相关工作,综合管理类职位,1,研究生,硕士,"建筑学(A0813),土木工程(A0814)",,,否,应届毕业生,,惠州
惠州市机关事务管理局,1090094,资产管理科四级主任科员,10900942555004 ,从事资产管理相关工作,综合管理类职位,1,研究生,硕士,"应用经济学(A0202),企业管理（含：财务管理、市场营销、人力资源管理）(A120202)",,,否,应届毕业生,,惠州
惠州市代建项目管理局,1090113,项目建设管理科四级主任科员,10901132555001 ,从事项目施工现场管理、工程结构方面技术审查工作,综合管理类职位,1,研究生,硕士,"结构工程(A081402),土木工程硕士（专业硕士）(A084401),工程管理硕士（专业硕士）(A120102)",,,否,2025届高校毕业生,,惠州
惠州市代建项目管理局,1090113,计划财务科一级科员,10901132555002 ,从事项目工程造价管理，预、结算工作跟踪及审核工作,综合管理类职位,1,本科,学士,,"建筑学(B081001),土木工程(B081101),建筑电气与智能化(B081104),工程管理(B120103),工程造价(B120105)",,否,2025届高校毕业生,,惠州
中共惠州市惠城区纪律检查委员会、惠州市惠城区监察委员会,1090115,内设科室一级科员,10901152557001 ,"从事执纪监督、审查调查工作;常有出差任务,工作强度大,适合男性",综合管理类职位,1,本科,学士,,"法学类(B0301),数学类(B0701),计算机类(B0809),公安技术类(B0831)",,否,否,中共党员;法学专业报考者须通过法律职业资格考试,惠州
中共惠城区委办公室,1090116,内设机构一级科员,10901162557001 ,"从事区委重要会议讲话稿、报告,有关文稿起草和收集、整理、报送重要信息等工作",综合管理类职位,1,本科,学士,,"数学类(B0701),物理学类(B0702),机械类(B0802),电子信息类(B0807)",,否,应届毕业生,中共党员,惠州
中共惠城区委办公室,1090116,内设机构一级科员,10901162557002 ,从事调查研究及起草重要会议报告、重要汇报材料等工作,综合管理类职位,1,本科,学士,,"数字经济(B020107),数学类(B0701),物理学类(B0702),机械类(B0802),电子信息类(B0807)",,否,应届毕业生,中共党员,惠州
中共惠城区委宣传部,1090118,内设机构一级科员,10901182557001 ,从事理论宣传研究、新闻宣传等工作,综合管理类职位,1,本科,学士,,"哲学(B01),经济学类(B0201),法学类(B0301),马克思主义理论(B030504),新闻传播学类(B0503),公共管理类(B1204)",,否,应届毕业生,中共党员,惠州
中共惠城区委政法委员会,1090120,内设机构一级科员,10901202557001 ,从事综治、社会治理、平安建设、扫黑除恶等工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,,惠州
中国人民政治协商会议惠州市惠城区委员会办公室,1090127,办公室一级科员,10901272557001 ,从事政协民主协商等工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,,惠州
共青团惠城区委员会,1090131,内设机构一级科员,10901312557001 ,"从事新媒体平台管理工作,团青工作宣传、信息化服务和网上共青团建设等工作",综合管理类职位,1,本科,学士,,"网络与新媒体(B050306),计算机类(B0809)",,否,应届毕业生,,惠州
惠城区人民政府办公室,1090137,内设机构一级科员,10901372557001 ,从事金融管理工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),金融学类(B0203),计算金融(B120110)",,否,应届毕业生,,惠州
惠城区发展和改革局,1090138,内设机构一级科员,10901382557001 ,"从事经济运行监测分析,固投纳统、项目初审等工作",综合管理类职位,1,本科,学士,,"经济学(B020101),法学类(B0301),土木工程(B081101)",,否,否,法学专业报考者须通过法律职业资格考试,惠州
惠城区科技工业和信息化局,1090140,内设机构一级科员,10901402557001 ,从事工业经济指标统计、分析、监测、工业投资项目全生命周期系统管理等工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),经济与贸易类(B0204)",,否,应届毕业生,,惠州
惠州市惠城区司法局,1090143,基层司法所一级科员,10901432557001 ,从事社区矫正、人民调解、安置帮教、普法宣传等相关工作,综合管理类职位,1,本科,学士,,"社区矫正(B030107),社会学类(B0303)",,否,否,,惠州
惠城区财政局,1090144,内设股室一级科员,10901442557001 ,"从事财政预算监管业务,负责财政信息宣传、政务公开、重要文稿的起草和审稿有关工作",综合管理类职位,1,本科,学士,,"经济学类(B0201),财政学类(B0202),金融学类(B0203),统计学类(B0711),计算机类(B0809),土木类(B0811),管理科学与工程类(B1201)",,否,应届毕业生,,惠州
惠城区财政局,1090144,惠城区直属财政管理所四级主任科员,10901442557002 ,"从事财政预算监管业务,负责财政信息宣传、政务公开、重要文稿的起草和审稿有关工作",综合管理类职位,1,研究生,硕士,"经济学(A02),工商管理(A1202),公共管理(A1204)",,,否,否,,惠州
惠城区财政局,1090144,财务总监中心一级科员,10901442557003 ,从事财政预算监管工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),财政学类(B0202),金融学类(B0203),统计学类(B0711),计算机类(B0809),土木类(B0811),管理科学与工程类(B1201),工商管理类(B1202),公共管理类(B1204)",,否,应届毕业生,,惠州
惠城区财政局,1090144,业务股室一级科员,10901442557004 ,从事财政预算监管工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),财政学类(B0202),金融学类(B0203),统计学类(B0711),计算机类(B0809),土木类(B0811),管理科学与工程类(B1201),工商管理类(B1202),公共管理类(B1204)",,否,应届毕业生,,惠州
惠城区人力资源和社会保障局,1090145,内设机构一级科员,10901452557001 ,从事工伤认定、社保服务等工作,综合管理类职位,1,本科,学士,,"劳动经济学(B020108),法学类(B0301),劳动与社会保障(B120403)",,否,应届毕业生,,惠州
惠城区农业农村和水利局,1090147,惠城区畜牧兽医与渔业事务中心一级科员,10901472557001 ,从事畜牧业公共事务性工作,综合管理类职位,1,本科,学士,,"动物生产类(B0903),水产养殖学(B090601)",,否,应届毕业生,,惠州
惠城区农业农村和水利局,1090147,惠城区农业技术推广中心一级科员,10901472557002 ,从事全区农业产业(种植业)发展技术服务工作、农技应急服务、农技培训等工作,综合管理类职位,1,本科,学士,,"农学(B090101),园艺(B090102),植物保护(B090103)",,否,否,,惠州
惠城区农业农村和水利局,1090147,内设机构一级行政执法员,10901472558001 ,从事农业产业及村集体经济发展指导及行政执法工作,行政执法类职位,1,本科,学士,,农业经济管理类(B1203),,否,应届毕业生,,惠州
惠城区卫生健康局,1090150,内设机构一级科员,10901502557001 ,从事公共卫生管理工作,综合管理类职位,1,本科,学士,,公共卫生与预防医学类(B1007),,否,应届毕业生,,惠州
惠州市惠城区审计局,1090151,内设机构一级科员,10901512557001 ,从事审计等相关工作,综合管理类职位,1,本科,学士,,"金融学(B020301),金融工程(B020302),数据科学与大数据技术(B080910),会计学(B120203),财务管理(B120204)",,否,否,,惠州
惠城区统计局,1090152,内设机构一级科员,10901522557001 ,从事全区经济运行状况统计监测分析、统计信息发布、国民经济核算相关工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),统计学类(B0711)",,否,应届毕业生,,惠州
惠城区住房和城乡建设局,1090153,内设机构一级科员,10901532557001 ,从事城市建设等业务工作,综合管理类职位,1,本科,学士,,"土木工程(B081101),油气储运工程(B081604),消防工程(B083102),信息管理与信息系统(B120102)",,否,否,,惠州
惠州市惠城区市场监督管理局,1090157,桥东管理所一级行政执法员,10901572558001 ,从事市场经营行为相关法律法规的执行监督工作,行政执法类职位,1,本科,学士,,"法学(B030101),知识产权(B030102),社会工作(B030302)",,否,否,,惠州
惠州市惠城区市场监督管理局,1090157,桥西管理所一级行政执法员,10901572558002 ,"从事药品质量监管等执法工作;基层一线执法,适合男性",行政执法类职位,1,本科,学士,,药学类(B1010),,否,应届毕业生,,惠州
惠州市惠城区市场监督管理局,1090157,龙丰管理所一级行政执法员,10901572558003 ,从事市场监管信息化建设与维护相关工作,行政执法类职位,1,本科,学士,,计算机类(B0809),,否,应届毕业生,,惠州
惠州市惠城区市场监督管理局,1090157,龙丰管理所一级行政执法员,10901572558004 ,"从事生物制品生产流程与质量检查等工作;属基层一线执法岗位,适合男性",行政执法类职位,1,本科,学士,,"化学类(B0703),生物医学工程(B082701)",,否,应届毕业生,,惠州
惠州市惠城区市场监督管理局,1090157,江南管理所一级行政执法员,10901572558005 ,从事市场商品质量抽检数据、消费投诉数据统计分析等工作,行政执法类职位,1,本科,学士,,统计学类(B0711),,否,应届毕业生,,惠州
惠州市惠城区市场监督管理局,1090157,河南岸管理所一级行政执法员,10901572558006 ,"从事产品质量监督抽查、风险监控等工作;属基层一线执法岗位,适合男性",行政执法类职位,1,本科,学士,,工业工程类(B1207),,否,否,,惠州
惠州市惠城区市场监督管理局,1090157,马安管理所一级行政执法员,10901572558007 ,"从事市场监督、监管处罚等工作;基层一线执法,适合男性",行政执法类职位,1,本科,学士,,"知识产权(B030102),工商管理类(B1202)",,否,应届毕业生,,惠州
惠城区档案馆,1090160,内设机构一级科员,10901602557001 ,从事数字档案馆建设、运维及档案信息化工作,综合管理类职位,1,本科,学士,,"信息工程(B080706),计算机类(B0809)",,否,应届毕业生,,惠州
惠城区机关事务管理局,1090178,协调管理部一级科员,10901782557001 ,从事水、电、空调、电梯等设施设备的维修、保养等管理及保障工作,综合管理类职位,1,本科,学士,,电气类(B0806),,否,应届毕业生,,惠州
中共惠阳区纪律检查委员会,1090181,内设机构一级科员,10901812557001 ,从事监督执纪、案件审查调查工作,综合管理类职位,1,本科,学士,,"法学(B030101),侦查学(B030602),经济犯罪侦查(B030606)",,否,否,中共党员,惠州
中共惠州市惠阳区委办公室惠州市惠阳区人民政府办公室,1090182,内设股室一级科员,10901822557001 ,"从事会议、公务活动组织安排,综合文稿撰写等工作",综合管理类职位,2,本科,学士,,"经济学类(B0201),管理科学与工程类(B1201)",,否,否,中共党员,惠州
中共惠州市惠阳区委办公室惠州市惠阳区人民政府办公室,1090182,内设股室一级科员,10901822557002 ,"从事党委政府重要文稿起草,围绕中心工作组织调查研究工作",综合管理类职位,2,本科,学士,,"机械类(B0802),材料类(B0804),能源动力类(B0805)",,否,否,中共党员,惠州
中共惠州市惠阳区委办公室惠州市惠阳区人民政府办公室,1090182,内设股室一级科员,10901822557003 ,从事调研接待、文稿撰写、信息报送、督查督办等工作,综合管理类职位,2,本科,学士,,"电子信息类(B0807),计算机类(B0809),环境科学与工程类(B0826)",,否,否,中共党员,惠州
中共惠州市惠阳区委办公室惠州市惠阳区人民政府办公室,1090182,内设股室一级科员,10901822557004 ,"从事党委政府重要文稿起草,围绕中心工作组织调查研究工作",综合管理类职位,1,本科,学士,,"地理科学类(B0705),应用统计学(B071102)",,否,应届毕业生,,惠州
中共惠州市惠阳区委办公室惠州市惠阳区人民政府办公室,1090182,内设股室一级科员,10901822557005 ,从事党务、组织、人事、综合文稿、办文办会、督查督办、服务保障等相关工作,综合管理类职位,1,本科,学士,,"金融学类(B0203),法学类(B0301),工商管理类(B1202)",,否,否,,惠州
中共惠阳区委组织部,1090183,内设机构一级科员,10901832557001 ,从事党建党务、人才、信息化建设等工作,综合管理类职位,1,本科,学士,,"材料类(B0804),能源动力类(B0805),电子信息类(B0807),计算机类(B0809)",,否,否,中共党员,惠州
中共惠阳区委宣传部,1090184,内设机构一级科员,10901842557001 ,从事理论学习、理论宣传、理论研究工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),经济与金融(B020307)",,否,应届毕业生,,惠州
中共惠阳区委宣传部,1090184,内设机构一级科员,10901842557002 ,从事新闻出版(版权)行政事务和法务工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,否,,惠州
惠阳区机构编制委员会办公室,1090192,内设机构一级科员,10901922557001 ,从事机构编制执行情况评估、机构编制核查、实名制管理等工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),法学类(B0301)",,否,应届毕业生,,惠州
惠阳区残疾人联合会,1090201,内设机构一级科员,10902012557001 ,从事残疾人康复、教育、就业等相关工作,综合管理类职位,1,本科,学士,,"社会学类(B0303),特殊教育(B040108),心理学类(B0712)",,否,应届毕业生,,惠州
惠阳区残疾人联合会,1090201,内设机构一级科员,10902012557002 ,从事财务、统计、内部审计及国有资产管理等工作,综合管理类职位,1,本科,学士,,"管理科学与工程类(B1201),工商管理类(B1202)",,否,应届毕业生,,惠州
惠州市惠阳区自然资源局,1090211,内设机构一级科员,10902112557001 ,从事自然资源管理及国土空间的重大专项规划等工作,综合管理类职位,1,本科,学士,,"建筑学(B081001),城乡规划(B081002),风景园林(B081003)",,否,2025届高校毕业生,,惠州
惠州市惠阳区自然资源局,1090211,内设机构一级科员,10902112557002 ,"从事绿美惠阳生态建设相关工作,各类自然保护地、湿地生态修复等工作",综合管理类职位,1,本科,学士,,"生态学(B071004),林学(B090501),森林保护(B090503)",,否,应届毕业生,,惠州
惠阳区民政局,1090212,内设机构一级科员,10902122557001 ,从事困难人员临时救助、低保核查、老年人权益维护等工作,综合管理类职位,1,本科,学士,,"社会工作(B030302),心理学类(B0712)",,否,2025届高校毕业生,,惠州
惠州市惠阳区司法局,1090215,基层司法所一级科员,10902152557001 ,从事社会矫正、矛盾调处、业务平台运营维护、新媒体宣传等工作,综合管理类职位,1,本科,学士,,"电子信息类(B0807),计算机类(B0809)",,否,2025届高校毕业生,,惠州
惠州市惠阳区司法局,1090215,基层司法所一级科员,10902152557002 ,从事社区矫正、安置帮教、人民调解、公共法律服务等工作,综合管理类职位,2,本科,学士,,法学类(B0301),,否,否,男性;通过法律职业资格考试,惠州
惠州市惠阳区司法局,1090215,基层司法所一级科员,10902152557003 ,从事社区矫正、安置帮教、人民调解、公共法律服务等工作,综合管理类职位,2,本科,学士,,法学类(B0301),,否,否,女性;通过法律职业资格考试,惠州
惠州市惠阳区司法局,1090215,公职律师事务所一级科员,10902152557004 ,"从事政府法律服务、法律援助,处理政府法律纠纷等工作",综合管理类职位,3,本科,学士,,"法学(B030101),司法警察学(B030106),社区矫正(B030107)",,否,否,通过法律职业资格考试,惠州
惠阳区文化广电旅游体育局,1090216,内设机构一级科员,10902162557001 ,从事旅游、历史文化遗址等保护、宣传、教育工作,综合管理类职位,1,本科,学士,,"新闻传播学类(B0503),旅游管理类(B1209)",,否,2025届高校毕业生,,惠州
惠阳区文化广电旅游体育局,1090216,内设机构一级科员,10902162557002 ,从事文化、体育产业运营指导、监管工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),金融学类(B0203)",,否,2025届高校毕业生,,惠州
惠阳区教育局,1090217,内设机构一级科员,10902172557001 ,从事工程项目监督管理工作,综合管理类职位,1,本科,学士,,"工程管理(B120103),工程造价(B120105),工程审计(B120109)",,否,2025届高校毕业生,,惠州
惠阳区卫生健康局,1090218,内设机构一级科员,10902182557001 ,从事医疗卫生管理工作,综合管理类职位,1,本科,学士,,临床医学类(B1003),,否,否,,惠州
惠州市惠阳区科技和投资促进局,1090224,内设机构一级科员,10902242557001 ,从事招商引资和科技创新等相关工作,综合管理类职位,1,本科,学士,,"机械类(B0802),材料类(B0804),能源动力类(B0805)",,否,否,,惠州
惠阳区财政局,1090226,内设机构一级科员,10902262557001 ,从事金融与政府债务管理相关工作,综合管理类职位,1,本科,学士,,"金融学(B020301),投资学(B020304),经济与金融(B020307)",,否,否,,惠州
惠阳区财政局,1090226,内设机构一级科员,10902262557002 ,从事工程预结算审核工作,综合管理类职位,1,本科,学士,,"土木工程(B081101),工程管理(B120103),工程造价(B120105),工程审计(B120109)",,否,否,,惠州
惠阳区交通运输局,1090228,内设机构一级科员,10902282557001 ,从事交通运输管理等工作,综合管理类职位,1,本科,学士,,"交通工程(B081902),交通设备与控制工程(B081906),智慧交通(B081911)",,否,2025届高校毕业生,,惠州
惠阳区交通运输局,1090228,内设机构一级科员,10902282557002 ,从事工程项目监督管理工作,综合管理类职位,1,本科,学士,,"建筑类(B0810),土木类(B0811),工程管理(B120103)",,否,2025届高校毕业生,,惠州
惠州市惠阳区应急管理局,1090229,内设机构一级科员,10902292557001 ,从事防汛防风防旱应急管理等有关工作,综合管理类职位,1,本科,学士,,"水利水电工程(B081201),水文与水资源工程(B081202),智慧水利(B081206)",,否,2025届高校毕业生,,惠州
惠州市惠阳区应急管理局,1090229,内设机构一级科员,10902292557002 ,从事安全生产监管和应急救援工作,综合管理类职位,1,本科,学士,,"化学类(B0703),化工与制药类(B0814)",,否,2025届高校毕业生,,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558001 ,从事药品、医疗器械、化妆品监督管理工作,行政执法类职位,1,本科,学士,,"中医学类(B1008),药学类(B1010)",,否,2025届高校毕业生,男性,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558002 ,从事药品、医疗器械、化妆品监督管理工作,行政执法类职位,1,本科,学士,,"中医学类(B1008),药学类(B1010)",,否,2025届高校毕业生,女性,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558003 ,从事特种设备的安全监察、监督工作,行政执法类职位,1,本科,学士,,"机械类(B0802),工业工程类(B1207)",,否,2025届高校毕业生,男性,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558004 ,从事特种设备的安全监察、监督工作,行政执法类职位,1,本科,学士,,"机械类(B0802),工业工程类(B1207)",,否,2025届高校毕业生,女性,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558005 ,从事内部法制审查、市场监管执法等工作,行政执法类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,男性,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558006 ,从事内部法制审查、市场监管执法等工作,行政执法类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,女性,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558007 ,从事科技与信息化建设、行政审批服务事项信息库管理、信息分析等工作,行政执法类职位,1,本科,学士,,计算机类(B0809),,否,应届毕业生,,惠州
惠阳区市场监督管理局,1090231,镇街市场监督管理所一级行政执法员,10902312558008 ,从事食品安全监督管理工作,行政执法类职位,1,本科,学士,,"食品科学与工程类(B0828),生物工程类(B0829)",,否,应届毕业生,,惠州
惠阳区机关事务管理局,1090245,内设机构一级科员,10902452557001 ,从事基建维修工程管理、监督、验收及第三方造价报告把控、审查等工作,综合管理类职位,1,本科,学士,,"工程管理(B120103),工程造价(B120105),工程审计(B120109)",,否,应届毕业生,,惠州
惠阳区机关事务管理局,1090245,内设机构一级科员,10902452557002 ,从事办公用房分配、统计、物业产权管理、固定资产管理等工作,综合管理类职位,1,大专以上,不限,不限,不限,不限,否,否,面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,惠州
惠阳区公路事务中心,1090247,内设机构一级科员,10902472557001 ,从事道路及农村公路小修保养、养护巡查、应急抢修等工作,综合管理类职位,2,本科,学士,,"给排水科学与工程(B081103),道路桥梁与渡河工程(B081106),土木、水利与交通工程(B081110)",,否,2025届高校毕业生,,惠州
惠阳区公路事务中心,1090247,内设机构一级科员,10902472557002 ,从事全区普通公路工程建设、报批、施工、预结算等工作,综合管理类职位,2,本科,学士,,"工程管理(B120103),工程造价(B120105),工程审计(B120109),审计学(B120207)",,否,应届毕业生,,惠州
中共惠东县委办公室,1090259,内设机构一级科员,10902592557001 ,从事办公室业务相关工作,综合管理类职位,1,本科,学士,,"哲学(B01),法学类(B0301),政治学类(B0302),社会学类(B0303),马克思主义理论类(B0305),历史学(B06),统计学类(B0711),电子信息类(B0807),计算机类(B0809)",,否,2025届高校毕业生,,惠州
中共惠东县委宣传部,1090263,内设机构一级科员,10902632557001 ,从事网信工作,综合管理类职位,1,本科,学士,,"通信工程(B080703),计算机类(B0809)",,否,2025届高校毕业生,,惠州
共青团惠东县委员会,1090278,内设机构一级科员,10902782557001 ,从事青少年思想教育引领、未成年人保护、新媒体政策宣传、财务管理等工作,综合管理类职位,1,本科,学士,,"法学类(B0301),社会学类(B0303),马克思主义理论类(B0305),网络与新媒体(B050306),信息管理与信息系统(B120102),大数据管理与应用(B120107),工商管理类(B1202),设计学类(B1305)",,否,应届毕业生,,惠州
惠东县民政局,1090287,内设机构一级科员,10902872557001 ,从事政策法规与行政管理、信息化建设、统计等工作,综合管理类职位,1,本科,学士,,"法学类(B0301),统计学类(B0711),计算机类(B0809)",,否,2025届高校毕业生,,惠州
惠东县自然资源局,1090288,大岭自然资源所一级科员,10902882557001 ,"从事自然资源综合管理及乡镇执法工作;需进行一线执法、夜间执法,适合男性",综合管理类职位,1,本科,学士,,"城乡规划(B081002),测绘类(B0813),土地资源管理(B120404),自然资源登记与管理(B120417)",,否,应届毕业生,,惠州
惠东县自然资源局,1090288,白花自然资源所一级科员,10902882557002 ,"从事自然资源综合管理及乡镇执法工作;需进行一线执法、夜间执法,适合男性",综合管理类职位,1,本科,学士,,农业工程类(B0824),,否,应届毕业生,,惠州
惠东县自然资源局,1090288,稔山自然资源所一级科员,10902882557003 ,"从事自然资源综合管理及乡镇执法工作;需进行一线执法、夜间执法,适合男性",综合管理类职位,1,本科,学士,,"矿业类(B0816),土地资源管理(B120404)",,否,应届毕业生,,惠州
惠东县自然资源局,1090288,多祝自然资源所一级科员,10902882557004 ,"从事自然资源综合管理及乡镇执法工作;需进行一线执法、夜间执法,适合男性",综合管理类职位,1,本科,学士,,"土木类(B0811),测绘类(B0813),土地资源管理(B120404),城市管理(B120405)",,否,应届毕业生,,惠州
惠东县文化广电旅游体育局,1090290,内设机构一级科员,10902902557001 ,从事文化旅游体育宣传、推广等工作,综合管理类职位,1,本科,学士,,"新闻传播学类(B0503),体育经济与管理(B120212),旅游管理类(B1209)",,否,应届毕业生,,惠州
惠东县司法局,1090293,业务股室二级主任科员以下,10902932557001 ,从事司法行政工作,综合管理类职位,4,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,,惠州
惠东县司法局,1090293,业务股室一级科员,10902932557002 ,从事组织人事等工作,综合管理类职位,1,本科,学士,,"管理科学与工程类(B1201),会计学(B120203),财务管理(B120204),人力资源管理(B120206),劳动关系(B120211)",,否,应届毕业生,,惠州
惠东县司法局,1090293,大岭司法所一级科员,10902932557003 ,从事司法行政工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,否,,惠州
惠东县司法局,1090293,白花司法所一级科员,10902932557004 ,从事司法行政工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,否,,惠州
惠东县司法局,1090293,梁化司法所一级科员,10902932557005 ,从事司法行政工作,综合管理类职位,1,本科,学士,,"法学类(B0301),会计学(B120203),财务管理(B120204)",,否,应届毕业生,,惠州
惠东县司法局,1090293,稔山司法所一级科员,10902932557006 ,从事司法行政工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,男性,惠州
惠东县司法局,1090293,稔山司法所一级科员,10902932557007 ,从事司法行政工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,应届毕业生,女性,惠州
惠东县司法局,1090293,平海司法所一级科员,10902932557008 ,从事司法行政工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,否,,惠州
惠东县司法局,1090293,安墩司法所一级科员,10902932557009 ,从事司法行政工作,综合管理类职位,1,本科,学士,,法学类(B0301),,否,否,,惠州
惠东县农业农村局,1090295,内设机构一级科员,10902952557001 ,从事耕地质量管理相关工作,综合管理类职位,1,本科,学士,,"农学(B090101),农业经济管理类(B1203)",,否,2025届高校毕业生,,惠州
惠东县农业农村局,1090295,内设机构一级科员,10902952557002 ,从事乡村建设、乡村人居环境整治，生活污水资源化利用等工作,综合管理类职位,1,本科,学士,,"环境科学与工程类(B0826),农业资源与环境(B090201)",,否,2025届高校毕业生,,惠州
