附件1,,,,,,,,,,,,,,,
广东省县级以上机关2025年考试录用公务员职位表（不含公安、法检、监狱、戒毒系统）,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否限应届毕业生报考,其他要求,考区
广州市白云区城市管理和综合执法局,1010831,人事科二级主办以下,10108312558001 ,从事机构编制、组织人事等工作,行政执法类职位,1,本科以上,学士以上,"政治学(A0302),马克思主义理论(A0305),新闻传播学(A0503),公共管理(A1204)","政治学类(B0302),马克思主义理论类(B0305),新闻传播学类(B0503),公共管理类(B1204)",,否,否,中共党员,广州
广州市白云区城市管理和综合执法局,1010831,绿化管理科二级主办以下,10108312558002 ,从事园林绿化的管理与执法工作,行政执法类职位,1,本科以上,学士以上,"机械工程(A0802),建筑学(A0813),机械工程硕士（专业硕士）(A084601)","机械类(B0802),建筑类(B0810)",,否,否,,广州
广州市白云区城市管理和综合执法局,1010831,规划与建设管理科二级主办以下,10108312558003 ,从事城市管理相关建设规划工作,行政执法类职位,1,本科以上,学士以上,"地理学(A0705),土木工程(A0814),土木工程硕士（专业硕士）(A084401)","地理科学类(B0705),土木类(B0811)",,否,否,,广州
广州市白云区城市管理和综合执法局,1010831,燃气管理科二级主办以下,10108312558004 ,从事城镇燃气行业的监督管理工作,行政执法类职位,1,本科以上,学士以上,"石油与天然气工程(A0820),安全科学与工程(A0837)","建筑环境与能源应用工程(B081102),安全科学与工程类(B0830)",,否,应届毕业生,,广州
广州市白云区城市管理和综合执法局,1010831,考评科（市容景观管理科）二级主办以下,10108312558005 ,从事有关城市管理的组织、协调、监督、检查等工作,行政执法类职位,1,本科以上,学士以上,"材料科学与工程(A0805),材料工程硕士（专业硕士）(A084101)",材料类(B0804),,否,否,,广州
广州市白云区城市管理和综合执法局,1010831,信访科二级主办以下,10108312558006 ,从事有关城市管理和综合执法、园林绿化等的信访工作,行政执法类职位,1,本科以上,学士以上,"公安学(A0306),信息与通信工程(A0810),电子信息(A0840)","公安学类(B0306),计算机类(B0809)",,否,否,,广州
广州市白云区城市管理和综合执法局,1010831,执法二大队二级主办以下,10108312558007 ,从事城市管理、园林绿化等领域的综合执法工作,行政执法类职位,1,本科以上,学士以上,电子科学与技术(A0809),电子信息类(B0807),,否,否,,广州
广州市白云区城市管理和综合执法局,1010831,执法三大队二级主办以下,10108312558008 ,从事城市管理、园林绿化等领域的综合执法工作,行政执法类职位,1,本科以上,学士以上,"信息与通信工程(A0810),电子信息(A0840)",计算机类(B0809),,否,应届毕业生,,广州
广州市白云区城市管理和综合执法局,1010831,广州市白云区余泥渣土排放管理所二级主办以下,10108312558009 ,从事余泥渣土排放工作,行政执法类职位,1,本科以上,学士以上,"土木工程(A0814),环境科学与工程(A0830),土木工程硕士（专业硕士）(A084401)","土木类(B0811),环境科学与工程类(B0826)",,否,否,,广州
广州市白云区政务服务和数据管理局,1010833,数字化发展科二级主任科员以下,10108332557001 ,从事新型智慧城市建设和数字化转型发展工作,综合管理类职位,1,研究生,硕士以上,"计算机科学与技术(A0812),软件工程(A0835),软件工程硕士（专业硕士）(A084005)",,,否,否,,广州
广州市白云区政务服务和数据管理局,1010833,数字经济科二级主任科员以下,10108332557002 ,从事数字经济相关政策研究、数字经济产业发展等工作,综合管理类职位,1,本科以上,学士以上,"应用经济学(A0202),信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),电子信息(A0840)","数字经济(B020107),信息工程(B080706),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),数据科学与大数据技术(B080910)",,否,应届毕业生,,广州
广州市规划和自然资源局白云区分局,1010835,二级主任科员以下,10108352557001 ,从事基层规划工作,综合管理类职位,2,研究生,硕士以上,"地理学(A0705),城乡规划学(A0833)",,,否,2025届高校毕业生,,广州
广州市规划和自然资源局白云区分局,1010835,二级主任科员以下,10108352557002 ,从事基层规划工作,综合管理类职位,2,研究生,硕士以上,"建筑学(A0813),土木工程(A0814),土木工程硕士（专业硕士）(A084401)",,,否,2025届高校毕业生,,广州
广州市规划和自然资源局白云区分局,1010835,二级主任科员以下,10108352557003 ,从事基层法律服务工作,综合管理类职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,,广州
广州市规划和自然资源局白云区分局,1010835,二级主任科员以下,10108352557004 ,从事基层网络运维服务工作,综合管理类职位,1,研究生,硕士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),电子信息(A0840)",,,否,2025届高校毕业生,,广州
广州市规划和自然资源局白云区分局,1010835,二级主任科员以下,10108352557005 ,从事基层规划工作,综合管理类职位,2,本科以上,学士以上,城乡规划学(A0833),"人文地理与城乡规划(B070503),城乡规划(B081002)",,否,否,,广州
广州市规划和自然资源局白云区分局,1010835,二级主任科员以下,10108352557006 ,从事基层自然资源管理工作,综合管理类职位,2,本科以上,学士以上,"应用经济学(A0202),工商管理(A1202),公共管理(A1204)","经济学类(B0201),工商管理类(B1202),土地资源管理(B120404)",,否,否,,广州
广州市白云区退役军人事务局,1010849,广州市白云区军队转业干部管理办公室二级主任科员以下,10108492557001 ,从事综合行政、新闻宣传、文稿撰写、信息化建设等工作,综合管理类职位,1,本科以上,学士以上,"应用经济学(A0202),法学(A0301),中国语言文学(A0501),新闻传播学(A0503)","经济学(B02),法学类(B0301),中国语言文学类(B0501),新闻传播学类(B0503)",,否,应届毕业生,,广州
中共广州市白云区委社会工作部,1010850,一级科员,10108502557001 ,从事混合所有制企业、非公有制企业和新经济组织、新社会组织、新就业群体党建等工作,综合管理类职位,1,本科,学士,,"社会学类(B0303),中国语言文学类(B0501),计算机类(B0809),公共管理类(B1204)",,否,否,中共党员,广州
广州市白云区枢纽管理办公室,1010851,四级主任科员,10108512557001 ,从事枢纽区域产业策划、经济产业发展和招商引资工作,综合管理类职位,3,研究生,硕士,应用经济学(A0202),,,否,2025届高校毕业生,,广州
中共广州市黄埔区纪律检查委员会广州市黄埔区监察委员会机关（中共广州开发区纪律检查工作委员会机关）,1010901,四级主任科员以下,10109012557001 ,从事一线执纪监督、审查调查、夜间执勤等工作,综合管理类职位,1,本科以上,学士、硕士,"建筑学(A0813),土木工程(A0814),水利工程(A0815),城乡规划学(A0833),土木工程硕士（专业硕士）(A084401),水利工程硕士（专业硕士）(A084402),市政工程硕士（专业硕士）(A084405),会计学(A120201),企业管理（含：财务管理、市场营销、人力资源管理）(A120202)","建筑学(B081001),城乡规划(B081002),土木类(B0811),水利类(B0812),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,应届毕业生,中共党员,广州
中共广州市黄埔区委办公室（中共广州开发区工委办公室）,1010903,四级主任科员,10109032557001 ,从事综合调研、文稿撰写、课题研究等工作，需参与24小时值班工作,综合管理类职位,2,研究生,硕士,"电气工程(A0808),电子科学与技术(A0809),信息与通信工程(A0810),电子信息(A0840),电气工程硕士（专业硕士）(A084301)",,,否,2025届高校毕业生,中共党员,广州
中共广州市黄埔区委办公室（中共广州开发区工委办公室）,1010903,四级主任科员,10109032557002 ,从事调研接待、文稿撰写、督查督办等工作，需参与24小时值班工作,综合管理类职位,2,研究生,硕士,"物理学(A0702),机械工程(A0802),控制科学与工程(A0811),控制工程硕士（专业硕士）(A084006),环境工程硕士（专业硕士）(A084201),机械工程硕士（专业硕士）(A084601)",,,否,2025届高校毕业生,中共党员,广州
中共广州市黄埔区委办公室（中共广州开发区工委办公室）,1010903,区“百千万工程”指挥部办公室四级主任科员,10109032557003 ,从事综合调研、文稿撰写、课题研究等工作，需参与24小时值班工作,综合管理类职位,1,研究生,硕士,"水利工程(A0815),测绘科学与技术(A0816),林业工程(A0829),环境工程硕士（专业硕士）(A084201),测绘工程硕士（专业硕士）(A084204),水利工程硕士（专业硕士）(A084402)",,,否,2025届高校毕业生,中共党员,广州
中共广州市黄埔区委办公室（中共广州开发区工委办公室）,1010903,区“百千万工程”指挥部办公室四级主任科员,10109032557004 ,从事规划编制、土地资源利用等领域的调查研究，需参与24小时值班工作,综合管理类职位,1,研究生,硕士,"建筑学(A0813),土木工程(A0814),测绘科学与技术(A0816),交通运输工程(A0823),环境工程硕士（专业硕士）(A084201),测绘工程硕士（专业硕士）(A084204),土木工程硕士（专业硕士）(A084401),交通运输(A0847)",,,否,2025届高校毕业生,中共党员,广州
中共广州市黄埔区委组织部（中共广州开发区工委组织部）,1010904,四级主任科员,10109042557001 ,从事人才课题研究、综合性人才政策制定等工作,综合管理类职位,1,研究生,硕士,"材料科学与工程(A0805),电子科学与技术(A0809),生物化工(A081703),生物医学工程(A0831),生物工程(A0836),安全科学与工程(A0837),集成电路工程硕士（专业硕士）(A084003),生物医学工程硕士（专业硕士）(A084009),材料工程硕士（专业硕士）(A084101),安全工程硕士（专业硕士）(A084202),生物技术与工程硕士（专业硕士）(A084501)",,,否,2025届高校毕业生,中共党员,广州
中共广州市黄埔区委组织部（中共广州开发区工委组织部）,1010904,一级科员,10109042557002 ,从事综合行政管理相关工作,综合管理类职位,1,本科,学士,,"经济学类(B0201),政治学类(B0302),管理科学与工程类(B1201)",,否,应届毕业生,中共党员,广州
中共广州市黄埔区委组织部（中共广州开发区工委组织部）,1010904,一级科员,10109042557003 ,从事基层党建理论研究、宣传贯彻、综合协调有关工作,综合管理类职位,1,本科,学士,,"哲学(B010101),法学(B030101),马克思主义理论类(B0305),汉语言文学(B050101)",,否,应届毕业生,中共党员,广州
中共广州市黄埔区委组织部（中共广州开发区工委组织部）,1010904,广州市黄埔区人才交流服务中心（广州开发区人才交流服务中心）一级科员,10109042557004 ,从事财务相关工作,综合管理类职位,1,本科,学士,,"财政学(B020201),会计学(B120203),财务管理(B120204)",,否,应届毕业生,中共党员,广州
中共广州市黄埔区委组织部（中共广州开发区工委组织部）,1010904,广州市黄埔区人才交流服务中心（广州开发区人才交流服务中心）一级科员,10109042557005 ,从事高层次人才创新创业服务工作,综合管理类职位,1,本科,学士,,"人力资源管理(B120206),劳动关系(B120211),劳动与社会保障(B120403)",,否,否,中共党员,广州
中共广州市黄埔区直属机关工作委员会,1010910,办公室一级科员,10109102557001 ,从事党建数据分析、材料撰写、党建阵地运作管理等工作,综合管理类职位,1,本科,学士,,"社会工作(B030302),马克思主义理论类(B0305),汉语言文学(B050101),数学类(B0701),工程管理(B120103),行政管理(B120402)",,否,否,中共党员,广州
中共广州市黄埔区委老干部局（中共广州开发区工委老干部局）,1010911,办公室一级科员,10109112557001 ,从事党建、信息化管理等工作,综合管理类职位,1,本科,学士,,"新闻传播学类(B0503),计算机类(B0809)",,否,否,中共党员,广州
广州市黄埔区人民政府办公室,1010912,广州市黄埔区机关事务管理局一级科员,10109122557001 ,从事消防、交通安全、巡查监控等工作,综合管理类职位,1,本科,学士,,"公安学类(B0306),电子信息类(B0807),公安技术类(B0831)",,否,否,,广州
广州市黄埔区发展和改革局（广州开发区发展和改革局）,1010913,四级主任科员以下,10109132557001 ,从事经济分析、产业发展规划研究等相关工作,综合管理类职位,1,本科以上,学士、硕士,经济学(A02),经济学类(B0201),,否,2025届高校毕业生,,广州
广州市黄埔区发展和改革局（广州开发区发展和改革局）,1010913,四级主任科员以下,10109132557002 ,从事人防工程行政审批、验收备案等工作,综合管理类职位,1,本科以上,学士、硕士,"建筑学(A0813),土木工程(A0814),城乡规划学(A0833),土木工程硕士（专业硕士）(A084401)","人文地理与城乡规划(B070503),建筑类(B0810),土木类(B0811)",,否,2025届高校毕业生,,广州
广州市黄埔区教育局,1010915,办公室四级主任科员,10109152557001 ,从事教育系统基层党建、调研材料撰写等工作,综合管理类职位,1,研究生,硕士,"马克思主义哲学(A010101),科学社会主义与国际共产主义运动(A030203),中共党史（含：党的学说与党的建设）(A030204),马克思主义基本原理(A030501),马克思主义发展史(A030502),马克思主义中国化研究(A030503),思想政治教育(A030505)",,,否,2025届高校毕业生,中共党员,广州
广州市黄埔区教育局,1010915,组织人事科四级主任科员,10109152557002 ,从事组织人事、政策制定、教育管理等工作,综合管理类职位,1,研究生,硕士,"材料科学与工程(A0805),电子科学与技术(A0809),安全科学与工程(A0837),集成电路工程硕士（专业硕士）(A084003),材料工程硕士（专业硕士）(A084101),安全工程硕士（专业硕士）(A084202)",,,否,2025届高校毕业生,中共党员,广州
广州市黄埔区科学技术局（广州开发区科技创新局）,1010916,四级主任科员以下,10109162557001 ,从事政策规划、合同审核及监督管理等法律服务工作,综合管理类职位,1,本科以上,学士、硕士,法学(A0301),法学(B030101),,否,应届毕业生,,广州
广州市黄埔区科学技术局（广州开发区科技创新局）,1010916,四级主任科员以下,10109162557002 ,从事生物医药产业规划、政策拟定及产业化推动等工作,综合管理类职位,1,本科以上,学士、硕士,"药学(A1007),中药学(A1008)","药学类(B1010),中药学类(B1011)",,否,应届毕业生,,广州
广州市黄埔区科学技术局（广州开发区科技创新局）,1010916,四级主任科员以下,10109162557003 ,从事人工智能产业规划、政策拟定及产业化推动等工作,综合管理类职位,1,本科以上,学士、硕士,"信息与通信工程(A0810),电子信息(A0840)",电子信息类(B0807),,否,应届毕业生,,广州
广州市黄埔区工业和信息化局（广州开发区经济和信息化局）,1010917,二级主任科员,10109172557001 ,从事推进中小企业及民营企业发展等工作,综合管理类职位,1,研究生,博士,"金融学（含∶保险学）(A020204),产业经济学(A020205)",,,否,应届毕业生,,广州
广州市黄埔区工业和信息化局（广州开发区经济和信息化局）,1010917,四级主任科员以下,10109172557002 ,从事工业和信息化领域经济运行分析等工作,综合管理类职位,1,本科以上,学士、硕士,"产业经济学(A020205),统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),统计学(A0714)","经济统计学(B020102),统计学类(B0711)",,否,否,,广州
广州市黄埔区财政局（广州开发区财政局）,1010920,广州市黄埔区财政国库集中支付中心（广州开发区财政国库集中支付中心）一级科员,10109202557001 ,从事国库集中支付资金拨付的审核、支付工作,综合管理类职位,2,本科,学士,,"财政学(B020201),会计学(B120203),审计学(B120207)",,否,2025届高校毕业生,,广州
广州市黄埔区财政局（广州开发区财政局）,1010920,广州市黄埔区财政国库集中支付中心（广州开发区财政国库集中支付中心）一级科员,10109202557002 ,从事区机关事业单位会计集中核算工作,综合管理类职位,1,本科,学士,,"会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,,广州
广州市黄埔区人力资源和社会保障局,1010921,广州市黄埔区社会保险基金管理中心（广州开发区社会保险基金管理中心）一级科员,10109212557001 ,从事智慧社保平台规划、模型建设、平台运行管理等工作,综合管理类职位,1,本科,学士,,"数学类(B0701),电子信息工程(B080701),电子信息科学与技术(B080714),人工智能(B080717)",,否,2025届高校毕业生,,广州
广州市黄埔区人力资源和社会保障局,1010921,广州市黄埔区社会保险基金管理中心（广州开发区社会保险基金管理中心）一级科员,10109212557002 ,从事工伤保险医疗费审核、工伤保险定点协议机构经办管理等工作,综合管理类职位,1,本科,学士,,临床医学类(B1003),,否,2025届高校毕业生,,广州
广州市黄埔区人力资源和社会保障局,1010921,广州市黄埔区社会保险基金管理中心（广州开发区社会保险基金管理中心）一级科员,10109212557003 ,从事应急管理、突发事件处置应对等工作,综合管理类职位,1,本科,学士,,"新闻学(B050301),传播学(B050304),网络与新媒体(B050306),安全科学与工程类(B0830)",,否,2025届高校毕业生,,广州
广州市黄埔区人力资源和社会保障局,1010921,广州市黄埔区劳动就业服务管理中心（广州开发区劳动就业服务管理中心）一级科员,10109212557004 ,从事辖内行业党建联络、数据统计分析及应用等综合性工作,综合管理类职位,1,本科,学士,,"数学类(B0701),机械类(B0802)",,否,2025届高校毕业生,中共党员,广州
广州市黄埔区人力资源和社会保障局,1010921,广州市黄埔区公费医疗预防实施管理委员会办公室（广州开发区公费医疗管理办公室）四级主任科员以下,10109212557005 ,从事医保基金监管以及定点医疗机构管理等工作,综合管理类职位,1,本科以上,学士、硕士,"内科学(A100201),外科学(A100210),急诊医学(A100218)",临床医学(B100301),,否,否,,广州
广州市黄埔区人力资源和社会保障局,1010921,广州市黄埔区退休职工管理委员会办公室（广州开发区退休职工管理办公室）四级主任科员,10109212557006 ,从事党务和人事管理、离退休人员理论研究等工作,综合管理类职位,1,研究生,硕士,"哲学(A01),新闻传播学(A0503)",,,否,2025届高校毕业生,中共党员,广州
广州开发区规划和自然资源局（广州市规划和自然资源局黄埔区分局）,1010922,永和规划和自然资源管理所四级主任科员以下,10109222557001 ,从事综合文稿撰写、数据统计分析等工作,综合管理类职位,1,本科以上,学士、硕士,"文艺学(A050101),中国现当代文学(A050106),统计学(A0714)","汉语言文学(B050101),统计学类(B0711)",,否,否,女性,广州
广州开发区规划和自然资源局（广州市规划和自然资源局黄埔区分局）,1010922,永和规划和自然资源管理所四级主任科员以下,10109222557002 ,从事综合文稿撰写、数据统计分析等工作,综合管理类职位,1,本科以上,学士、硕士,"文艺学(A050101),中国现当代文学(A050106),统计学(A0714)","汉语言文学(B050101),统计学类(B0711)",,否,否,男性,广州
广州开发区规划和自然资源局（广州市规划和自然资源局黄埔区分局）,1010922,萝岗规划和自然资源管理所四级主任科员以下,10109222557003 ,从事自然资源管理工作,综合管理类职位,1,本科以上,学士、硕士,地理学(A0705),地理科学类(B0705),,否,否,,广州
广州开发区规划和自然资源局（广州市规划和自然资源局黄埔区分局）,1010922,萝岗规划和自然资源管理所二级主任科员,10109222557004 ,从事城乡规划管理工作,综合管理类职位,1,研究生,博士,"建筑学(A0813),城乡规划学(A0833)",,,否,否,,广州
广州市黄埔区住房和城乡建设局（广州开发区建设和交通局）,1010924,四级主任科员以下,10109242557001 ,从事建设工程初步设计审查、财政评审等工作,综合管理类职位,1,本科以上,学士、硕士,"土木工程(A0814),土木工程硕士（专业硕士）(A084401)","土木类(B0811),工程造价(B120105)",,否,2025届高校毕业生,,广州
广州市黄埔区住房和城乡建设局（广州开发区建设和交通局）,1010924,四级主任科员以下,10109242557002 ,从事建设工程消防设计审查、消防工程验收等工作,综合管理类职位,1,本科以上,学士、硕士,"土木工程(A0814),土木工程硕士（专业硕士）(A084401)","建筑类(B0810),土木类(B0811)",,否,2025届高校毕业生,,广州
广州市黄埔区住房和城乡建设局（广州开发区建设和交通局）,1010924,四级主办以下,10109242558001 ,"从事交通运输相关安全生产巡查工作;基层一线，需夜间执法,适合男性",行政执法类职位,1,本科以上,学士、硕士,"电气工程(A0808),交通信息工程及控制(A082302),交通运输规划与管理(A082303),安全科学与工程(A0837),安全工程硕士（专业硕士）(A084202),电气工程硕士（专业硕士）(A084301)","电气工程及其自动化(B080601),交通运输(B081901),交通工程(B081902),安全科学与工程类(B0830)",,否,否,,广州
广州市黄埔区住房和城乡建设局（广州开发区建设和交通局）,1010924,广州开发区交通管理总站（广州开发区公路管理站）一级行政执法员,10109242558002 ,"从事道路运输行业监管、事故应急处置等工作;基层一线，需夜间执法,适合男性",行政执法类职位,1,本科,学士,,"土木工程(B081101),道路桥梁与渡河工程(B081106),化工安全工程(B081406),应急技术与管理(B083002)",,否,2025届高校毕业生,,广州
广州开发区商务局,1010927,办公室二级主任科员以下,10109272557001 ,从事党建、经济政策研究和经济运行分析工作,综合管理类职位,1,本科以上,学士以上,"应用经济学(A0202),法学(A0301)","经济统计学(B020102),商务经济学(B020105),法学(B030101)",,否,否,中共党员,广州
广州市黄埔区审计局（广州开发区审计局）,1010932,经济责任审计管理科一级科员,10109322557001 ,从事大数据审计、数据分析等相关工作,综合管理类职位,1,本科,学士,,"计算机科学与技术(B080901),软件工程(B080902),空间信息与数字技术(B080908),数据科学与大数据技术(B080910)",,否,应届毕业生,,广州
广州开发区企业筹建服务局,1010933,筹建服务科一级科员,10109332557001 ,从事企业筹建项目工程管理与协调服务工作,综合管理类职位,1,本科,学士,,"法学(B030101),建筑类(B0810),土木工程(B081101)",,否,否,,广州
广州开发区国有资产监督管理局,1010934,四级主任科员,10109342557001 ,从事区属国企投资运营监管工作,综合管理类职位,1,研究生,硕士,"应用统计硕士（专业硕士）(A020213),会计学(A120201),会计硕士（专业硕士）(A120206)",,,否,2025届高校毕业生,,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,二级主办,10109352558001 ,从事生物与医药、医疗器械等市场综合监管执法工作,行政执法类职位,1,研究生,博士,"生物工程(A0836),药学(A1007),中药学(A1008)",,,否,2025届高校毕业生,,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,四级主办,10109352558002 ,从事行政事务、综合调研、文稿起草等工作,行政执法类职位,1,研究生,硕士,中国语言文学(A0501),,,否,否,,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,一级行政执法员,10109352558003 ,从事财务核算管理等工作,行政执法类职位,1,本科,学士,,"会计学(B120203),财务管理(B120204),审计学(B120207)",,否,2025届高校毕业生,,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,云埔市场监督管理所一级行政执法员,10109352558004 ,从事市场监管执法工作，需夜间执法工作,行政执法类职位,1,本科,学士,,法学类(B0301),,否,2025届高校毕业生,男性;通过法律职业资格考试,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,云埔市场监督管理所一级行政执法员,10109352558005 ,从事市场监管执法工作，需夜间执法工作,行政执法类职位,1,本科,学士,,法学类(B0301),,否,2025届高校毕业生,女性;通过法律职业资格考试,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,穗东市场监督管理所一级行政执法员,10109352558006 ,从事市场监管执法工作，需夜间执法工作,行政执法类职位,1,本科,学士,,法学类(B0301),,否,2025届高校毕业生,男性;通过法律职业资格考试,广州
广州市黄埔区市场监督管理局（广州开发区市场监督管理局）,1010935,穗东市场监督管理所一级行政执法员,10109352558007 ,从事市场监管执法工作，需夜间执法工作,行政执法类职位,1,本科,学士,,法学类(B0301),,否,2025届高校毕业生,女性;通过法律职业资格考试,广州
广州市黄埔区统计局（广州开发区统计局）,1010936,广州市黄埔区统计调查队（广州市黄埔区服务业统计调查中心）一级科员,10109362557001 ,从事统计调查、建筑业统计数据核查工作,综合管理类职位,1,本科,学士,,土木类(B0811),,否,应届毕业生,,广州
广州市黄埔区统计局（广州开发区统计局）,1010936,广州市黄埔区统计调查队（广州市黄埔区服务业统计调查中心）一级科员,10109362557002 ,从事统计调查、统计监测分析、统计数字化管理工作,综合管理类职位,1,本科,学士,,"电子信息类(B0807),计算机科学与技术(B080901),软件工程(B080902),数据科学与大数据技术(B080910)",,否,应届毕业生,,广州
广州开发区城市更新局,1010939,办公室四级主任科员以下,10109392557001 ,从事材料撰写、业务督办等工作,综合管理类职位,1,本科以上,学士、硕士,"人文地理学(A070502),地图学与地理信息系统(A070503),城市规划与设计(含∶风景园林规划与设计)(A081303),岩土工程(A081401),结构工程(A081402),桥梁与隧道工程(A081406),城乡规划学(A0833),土木工程硕士（专业硕士）(A084401),土地资源管理(A120405)","法学(B030101),人文地理与城乡规划(B070503),地理信息科学(B070504),城乡规划(B081002),土木工程(B081101),会计学(B120203),土地资源管理(B120404)",,否,否,,广州
广州开发区城市更新局,1010939,政策法规科二级主任科员,10109392557002 ,从事城市更新相关法律政策研究、政策创新等工作,综合管理类职位,1,研究生,博士,"宪法学与行政法学(A030103),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108)",,,否,否,通过法律职业资格考试,广州
广州市黄埔区城市管理和综合执法局,1010940,四级主办,10109402558001 ,从事工地管理、夜间执勤等执法（工作地点：广州国际生物岛）工作,行政执法类职位,1,研究生,硕士,"供热、供燃气、通风及空调工程(A081403),市政工程(A081404),环境科学与工程(A0830),安全科学与工程(A0837),市政工程硕士（专业硕士）(A084405)",,,否,2025届高校毕业生,,广州
广州市黄埔区城市管理和综合执法局,1010940,广州市黄埔区余泥渣土管理所一级行政执法员,10109402558002 ,"从事建筑废弃物排放、运输等监管工作;夜间执法,适合男性",行政执法类职位,2,本科,学士,,"城乡规划(B081002),安全科学与工程类(B0830)",,否,2025届高校毕业生,,广州
广州市黄埔区城市管理和综合执法局,1010940,广州市黄埔区市容环境卫生监督管理所一级行政执法员,10109402558003 ,从事垃圾收运、环卫监管、巡查等工作,行政执法类职位,1,本科,学士,,"能源动力类(B0805),土木类(B0811),安全科学与工程类(B0830)",,否,应届毕业生,,广州
广州市黄埔区政务服务和数据管理局（广州开发区行政审批局）,1010942,广州开发区信息化办公室四级主任科员,10109422557001 ,从事数据开发利用、智算基础设施建设等工作,综合管理类职位,1,研究生,硕士,"地图学与地理信息系统(A070503),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011)",,,否,否,,广州
广州市黄埔区政务服务和数据管理局（广州开发区行政审批局）,1010942,广州开发区行政服务管理中心四级主任科员,10109422557002 ,从事党建、材料撰写等工作,综合管理类职位,1,研究生,硕士,"金融学（含∶保险学）(A020204),法学(A0301),政治学(A0302),社会学(A0303),马克思主义理论(A0305),中国语言文学(A0501),新闻传播学(A0503),企业管理（含：财务管理、市场营销、人力资源管理）(A120202),行政管理(A120401)",,,否,应届毕业生,中共党员,广州
中新广州知识城合作事务办公室（中新广州知识城开发建设办公室）,1010947,建设处二级主任科员以下,10109472557001 ,从事建设工程初步设计审查、概算审查、工程建设管理等工作,综合管理类职位,1,本科以上,学士以上,"土木工程(A0814),土木工程硕士（专业硕士）(A084401)",土木类(B0811),,否,否,,广州
广州开发区穗港智造合作区管理委员会,1010948,四级主任科员,10109482557001 ,从事产业发展评估及调研、园区规划、投资促进、转型升级、区域信息化管理建设等工作,综合管理类职位,1,研究生,硕士,"生物学(A0710),电子科学与技术(A0809),信息与通信工程(A0810),计算机科学与技术(A0812),电子信息(A0840),机械(A0846)",,,否,否,,广州
广州开发区长岭居管理委员会,1010949,征收督办科四级主任科员以下,10109492557001 ,从事重点项目征地拆迁督办工作,综合管理类职位,1,本科以上,学士、硕士,"土木工程(A0814),交通运输工程(A0823),土木工程硕士（专业硕士）(A084401),交通运输(A0847)","土木工程(B081101),给排水科学与工程(B081103),测绘工程(B081301)",,否,否,,广州
广州开发区长岭居管理委员会,1010949,安置协调科四级主任科员以下,10109492557002 ,从事重点项目征地拆迁安置房管理工作,综合管理类职位,1,本科以上,学士、硕士,"土木工程(A0814),交通运输工程(A0823),土木工程硕士（专业硕士）(A084401),交通运输(A0847)","土木工程(B081101),给排水科学与工程(B081103),测绘工程(B081301)",,否,应届毕业生,,广州
中国共产主义青年团广州市黄埔区委员会,1010955,办公室二级主任科员,10109552557001 ,从事青年发展研究、青年思想教育等工作,综合管理类职位,1,研究生,博士,"马克思主义哲学(A010101),科学社会主义与国际共产主义运动(A030203),中共党史（含：党的学说与党的建设）(A030204),马克思主义基本原理(A030501),马克思主义发展史(A030502),马克思主义中国化研究(A030503),思想政治教育(A030505)",,,否,2025届高校毕业生,中共党员,广州
中国共产主义青年团广州市黄埔区委员会,1010955,团务部四级主任科员,10109552557002 ,从事团组织建设、青年活动组织和策划等工作,综合管理类职位,1,研究生,硕士,"法学(A0301),中国语言文学(A0501),新闻传播学(A0503),公共管理(A1204)",,,否,2025届高校毕业生,中共党员,广州
广清经济特别合作区广清产业园管理委员会,1010966,财政和国资管理局一级科员,10109662557001 ,从事广清产业园（工作地点：清远）财税、金融及材料撰写等工作,综合管理类职位,1,本科,学士,,"法学类(B0301),马克思主义理论类(B0305),中国语言文学类(B0501),新闻传播学类(B0503),历史学(B06),统计学类(B0711),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,,广州
广清经济特别合作区广德（英德）产业园管理委员会,1010967,党政办公室一级科员,10109672557001 ,从事广德产业园（工作地点：清远）组织人事、纪检、内审等相关工作,综合管理类职位,1,本科,学士,,"法学(B030101),汉语言文学(B050101),新闻学(B050301),财务管理(B120204),审计学(B120207),采购管理(B120603)",,否,否,中共党员,广州
