广东省各级人民法院2025年考试录用公务员职位表,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否限应届毕业生报考,其他要求,考区
深圳市龙华区人民法院,3020009,民商事审判部门五级法官助理,30200092548001 ,从事民商事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),知识产权(B030102)",,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",深圳
深圳市龙华区人民法院,3020009,民商事审判部门五级法官助理,30200092548002 ,从事民商事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),知识产权(B030102)",,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",深圳
深圳市龙华区人民法院,3020009,司法警察大队一级警员,30200092550001 ,从事押解、值庭、安全保卫等工作,法院司法警察职位,1,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,否,男性,深圳
深圳市坪山区人民法院,3020010,审判业务部门五级法官助理,30200102548001 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",深圳
深圳市坪山区人民法院,3020010,审判业务部门五级法官助理,30200102548002 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",深圳
深圳市光明区人民法院,3020011,审判业务部门五级法官助理,30200112548001 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",深圳
深圳市光明区人民法院,3020011,审判业务部门五级法官助理,30200112548002 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 研究生报考者本科须为法学专业且获法学学士学位",深圳
深圳市光明区人民法院,3020011,综合办公室（司法警察大队）一级警员,30200112550001 ,从事押解、值庭、安全保卫等工作,法院司法警察职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,男性,深圳
珠海市中级人民法院,3030001,民事审判庭五级法官助理,30300012548001 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,2025届高校毕业生,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市中级人民法院,3030001,司法警察支队一级警员,30300012550001 ,从事司法警务工作,法院司法警察职位,2,本科以上,学士以上,公安学(A0306),公安学类(B0306),,否,否,男性;需开展心理素质测评,珠海
珠海市香洲区人民法院,3030002,民事审判庭五级法官助理,30300022548001 ,从事审判辅助工作,法院法官助理职位,3,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市香洲区人民法院,3030002,民事审判庭五级法官助理,30300022548002 ,从事审判辅助工作,法院法官助理职位,3,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市香洲区人民法院,3030002,综合办公室一级科员,30300022549001 ,从事财务会计、审计工作,法院司法行政职位,1,本科以上,学士以上,"审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,2025届高校毕业生,,珠海
珠海市香洲区人民法院,3030002,司法警察一级警员,30300022550001 ,从事押解、处置突发事件等司法警务工作,法院司法警察职位,1,本科以上,学士以上,公安学(A0306),公安学类(B0306),,否,否,男性;需开展心理素质测评,珠海
珠海市金湾区人民法院,3030003,审判庭五级法官助理,30300032548001 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市金湾区人民法院,3030003,审判庭五级法官助理,30300032548002 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市金湾区人民法院,3030003,审判庭五级法官助理,30300032548003 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107)",,,否,应届毕业生,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市金湾区人民法院,3030003,综合办公室（司法警察大队）一级科员,30300032549001 ,从事财务相关工作,法院司法行政职位,1,本科以上,学士以上,"会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204)",,否,2025届高校毕业生,,珠海
珠海市斗门区人民法院,3030004,审判庭五级法官助理,30300042548001 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市斗门区人民法院,3030004,审判庭五级法官助理,30300042548002 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市斗门区人民法院,3030004,审判庭五级法官助理,30300042548003 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市斗门区人民法院,3030004,审判庭五级法官助理,30300042548004 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",珠海
珠海市斗门区人民法院,3030004,司法警察大队一级警员,30300042550001 ,从事司法警务工作,法院司法警察职位,1,本科以上,学士以上,公安学(A0306),公安学类(B0306),,否,否,男性;需开展心理素质测评,珠海
汕头市中级人民法院,3040001,审判业务庭五级法官助理,30400012548001 ,从事审判辅助工作,法院法官助理职位,3,研究生,硕士以上,法学(A0301),,,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",汕头
汕头市中级人民法院,3040001,审判业务庭五级法官助理,30400012548002 ,从事审判辅助工作,法院法官助理职位,3,研究生,硕士以上,法学(A0301),,,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",汕头
汕头市中级人民法院,3040001,司法行政部门一级科员,30400012549001 ,从事党建、组织人事、纪检监察、档案管理等工作,法院司法行政职位,1,本科以上,学士以上,"法学(A0301),思想政治教育(A030505),语言学及应用语言学(A050102),汉语言文字学(A050103),计算机科学与技术(A0812),软件工程(A0835),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),企业管理（含：财务管理、市场营销、人力资源管理）(A120202)","法学(B030101),思想政治教育(B030503),汉语言文学(B050101),信息与计算科学(B070102),电子信息工程(B080701),电子科学与技术(B080702),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),电子与计算机工程(B080909),信息管理与信息系统(B120102),人力资源管理(B120206)",,否,应届毕业生,男性;中共党员,汕头
汕头市中级人民法院,3040001,司法行政部门一级科员,30400012549002 ,从事党建、组织人事、纪检监察、档案管理等工作,法院司法行政职位,1,本科以上,学士以上,"法学(A0301),思想政治教育(A030505),语言学及应用语言学(A050102),汉语言文字学(A050103),计算机科学与技术(A0812),软件工程(A0835),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),企业管理（含：财务管理、市场营销、人力资源管理）(A120202)","法学(B030101),思想政治教育(B030503),汉语言文学(B050101),信息与计算科学(B070102),电子信息工程(B080701),电子科学与技术(B080702),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),电子与计算机工程(B080909),信息管理与信息系统(B120102),人力资源管理(B120206)",,否,应届毕业生,女性;中共党员,汕头
汕头市中级人民法院,3040001,司法警察支队二级警长以下,30400012550001 ,从事押解、值庭、安全保卫等工作,法院司法警察职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),司法警察学(B030106)",,否,2025届高校毕业生,男性,汕头
汕头市中级人民法院,3040001,司法警察支队二级警长以下,30400012550002 ,从事押解、值庭、安全保卫等工作,法院司法警察职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),司法警察学(B030106)",,否,2025届高校毕业生,女性,汕头
汕头市金平区人民法院,3040002,审判业务庭五级法官助理,30400022548001 ,从事审判辅助工作,法院法官助理职位,3,本科以上,学士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市金平区人民法院,3040002,审判业务庭五级法官助理,30400022548002 ,从事审判辅助工作,法院法官助理职位,3,本科以上,学士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市金平区人民法院,3040002,审判业务庭五级法官助理,30400022548003 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市金平区人民法院,3040002,审判业务庭五级法官助理,30400022548004 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市龙湖区人民法院,3040003,审判业务庭五级法官助理,30400032548001 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市龙湖区人民法院,3040003,审判业务庭五级法官助理,30400032548002 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,法学(A0301),法学类(B0301),,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市濠江区人民法院,3040004,审判执行部门五级法官助理,30400042548001 ,从事审判、执行辅助性工作,法院法官助理职位,2,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市濠江区人民法院,3040004,审判执行部门五级法官助理,30400042548002 ,从事审判、执行辅助性工作,法院法官助理职位,2,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市澄海区人民法院,3040005,人民法庭五级法官助理,30400052548001 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市澄海区人民法院,3040005,人民法庭五级法官助理,30400052548002 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,"民商法学（含：劳动法学、社会保障法学）(A030105),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市澄海区人民法院,3040005,审判管理办公室（研究室）一级科员,30400052549001 ,从事审判综合、材料写作等工作,法院司法行政职位,1,本科以上,学士以上,"法学(A0301),中国语言文学(A0501)","法学类(B0301),中国语言文学类(B0501)",,否,应届毕业生,,汕头
汕头市潮阳区人民法院,3040006,人民法庭五级法官助理,30400062548001 ,从事审判辅助工作,法院法官助理职位,3,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市潮阳区人民法院,3040006,人民法庭五级法官助理,30400062548002 ,从事审判辅助工作,法院法官助理职位,3,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市潮阳区人民法院,3040006,综合办公室一级科员,30400062549001 ,从事财务会计工作,法院司法行政职位,1,本科以上,学士以上,"会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,,汕头
汕头市潮阳区人民法院,3040006,司法警察大队一级警员,30400062550001 ,从事押犯、法庭安全保卫工作,法院司法警察职位,2,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,否,男性,汕头
汕头市潮阳区人民法院,3040006,司法警察大队一级警员,30400062550002 ,从事押犯、法庭安全保卫工作,法院司法警察职位,1,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,否,女性,汕头
汕头市潮南区人民法院,3040007,审判执行部门五级法官助理,30400072548001 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,"法学理论(A030101),法律史(A030102),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市潮南区人民法院,3040007,审判执行部门五级法官助理,30400072548002 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,"法学理论(A030101),法律史(A030102),宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
汕头市潮南区人民法院,3040007,司法行政部门一级科员,30400072549001 ,从事党建、组织人事、纪检监察、档案管理等工作,法院司法行政职位,1,本科以上,学士以上,"政治学理论(A030201),中共党史（含：党的学说与党的建设）(A030204),马克思主义理论(A0305),计算机科学与技术(A0812),会计学(A120201),会计硕士（专业硕士）(A120206)","政治学与行政学(B030201),政治学、经济学与哲学(B030205),马克思主义理论类(B0305),计算机类(B0809),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,应届毕业生,中共党员,汕头
南澳县人民法院,3040008,审判执行部门五级法官助理,30400082548001 ,从事审判、执行辅助性工作,法院法官助理职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
南澳县人民法院,3040008,审判执行部门五级法官助理,30400082548002 ,从事审判、执行辅助性工作,法院法官助理职位,1,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
南澳县人民法院,3040008,审判执行部门五级法官助理,30400082548003 ,从事审判、执行辅助性工作,法院法官助理职位,1,本科以上,学士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),法律（非法学）(A030111),法律（法学）(A030112)","法学(B030101),知识产权(B030102)",,否,应届毕业生,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,汕头
佛山市中级人民法院,3050001,审判执行业务部门五级法官助理,30500012548001 ,从事审判执行辅助工作,法院法官助理职位,3,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市中级人民法院,3050001,审判执行业务部门五级法官助理,30500012548002 ,从事审判执行辅助工作,法院法官助理职位,3,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市中级人民法院,3050001,审判执行业务部门五级法官助理,30500012548003 ,从事审判执行辅助工作,法院法官助理职位,1,研究生,硕士以上,"宪法学与行政法学(A030103),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,应届毕业生,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市禅城区人民法院,3050002,审判管理办公室（研究室）五级法官助理,30500022548001 ,从事综合材料写作、审判管理等工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市禅城区人民法院,3050002,审判管理办公室（研究室）五级法官助理,30500022548002 ,从事综合材料写作、审判管理等工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市禅城区人民法院,3050002,综合行政部门一级科员,30500022549001 ,从事党务、人事、保密、司法行政后勤等工作,法院司法行政职位,1,本科以上,学士以上,审计硕士（专业硕士）(A020218),"财政学类(B0202),审计学(B120207)",,否,2025届高校毕业生,男性;中共党员,佛山
佛山市禅城区人民法院,3050002,综合行政部门一级科员,30500022549002 ,从事党务、人事、保密、司法行政后勤等工作,法院司法行政职位,1,本科以上,学士以上,审计硕士（专业硕士）(A020218),"财政学类(B0202),审计学(B120207)",,否,2025届高校毕业生,女性;中共党员,佛山
佛山市南海区人民法院,3050003,审判执行业务部门五级法官助理,30500032548001 ,从事审判执行辅助工作,法院法官助理职位,1,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市南海区人民法院,3050003,审判执行业务部门五级法官助理,30500032548002 ,从事审判执行辅助工作,法院法官助理职位,3,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市南海区人民法院,3050003,审判执行业务部门五级法官助理,30500032548003 ,从事审判执行辅助工作,法院法官助理职位,3,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市顺德区人民法院,3050004,审判执行业务部门五级法官助理,30500042548001 ,从事审判执行辅助工作,法院法官助理职位,5,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市顺德区人民法院,3050004,审判执行业务部门五级法官助理,30500042548002 ,从事审判执行辅助工作,法院法官助理职位,5,研究生,硕士以上,法学(A0301),,,否,2025届高校毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市顺德区人民法院,3050004,综合办公室一级科员,30500042549001 ,从事档案管理工作,法院司法行政职位,1,研究生,硕士以上,"图书馆学(A120501),档案学(A120503)",,,否,2025届高校毕业生,,佛山
佛山市顺德区人民法院,3050004,司法警察大队一级警员,30500042550001 ,从事押解、看管、值庭、审判秩序维护等警务勤务工作,法院司法警察职位,2,本科以上,学士以上,法学(A0301),法学类(B0301),,否,2025届高校毕业生,男性;需开展心理素质测评,佛山
佛山市顺德区人民法院,3050004,司法警察大队一级警员,30500042550002 ,从事押解、看管、值庭、审判秩序维护等警务勤务工作,法院司法警察职位,3,本科以上,学士以上,公安学(A0306),公安学类(B0306),,否,否,男性;需开展心理素质测评,佛山
佛山市高明区人民法院,3050005,审判执行业务部门五级法官助理,30500052548001 ,从事审判辅助工作,法院法官助理职位,2,研究生,硕士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),法律（法学）(A030112)",,,否,应届毕业生,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市高明区人民法院,3050005,审判执行业务部门五级法官助理,30500052548002 ,从事审判辅助工作,法院法官助理职位,2,研究生,硕士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),法律（法学）(A030112)",,,否,应届毕业生,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市高明区人民法院,3050005,审判执行业务部门五级法官助理,30500052548003 ,从事审判辅助工作,法院法官助理职位,1,研究生,硕士以上,"刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),法律（法学）(A030112)",,,否,应届毕业生,"通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市三水区人民法院,3050006,审判执行业务部门五级法官助理,30500062548001 ,从事审判执行辅助工作,法院法官助理职位,1,研究生,硕士以上,"法学理论(A030101),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,否,"男性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
佛山市三水区人民法院,3050006,审判执行业务部门五级法官助理,30500062548002 ,从事审判执行辅助工作,法院法官助理职位,1,研究生,硕士以上,"法学理论(A030101),刑法学(A030104),民商法学（含：劳动法学、社会保障法学）(A030105),诉讼法学(A030106),经济法学(A030107),环境与资源保护法学(A030108),国际法学（含：国际公法、国际私法、国际经济法）(A030109)",,,否,否,"女性;通过法律职业资格考试;普通高等院校毕业生（非在职）, 本科须为法学专业且获法学学士学位",佛山
韶关市中级人民法院,3060001,司法行政部门二级主任科员以下,30600012549001 ,从事行政管理、文稿撰写、信息化等工作,法院司法行政职位,1,本科以上,学士以上,法学(A0301),"法学(B030101),汉语言文学(B050101),计算机类(B0809)",,否,否,,韶关
韶关市中级人民法院,3060001,司法警察支队二级警长以下,30600012550001 ,从事押解、法庭安全保卫等工作,法院司法警察职位,1,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,否,男性,韶关
乐昌市人民法院,3060002,审判执行业务部门二级法官助理以下,30600022548001 ,从事审判执行辅助工作,法院法官助理职位,1,本科以上,学士以上,06法律类,06法律类,,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
乐昌市人民法院,3060002,审判执行业务部门二级法官助理以下,30600022548002 ,从事审判执行辅助工作,法院法官助理职位,1,本科以上,学士以上,06法律类,06法律类,,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
南雄市人民法院,3060003,审判业务庭二级法官助理以下,30600032548001 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,06法律类,06法律类,,否,否,男性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
南雄市人民法院,3060003,审判业务庭二级法官助理以下,30600032548002 ,从事审判辅助工作,法院法官助理职位,2,本科以上,学士以上,06法律类,06法律类,,否,否,女性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
南雄市人民法院,3060003,审判业务庭二级法官助理以下,30600032548003 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,06法律类,06法律类,,否,应届毕业生,男性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
南雄市人民法院,3060003,审判业务庭二级法官助理以下,30600032548004 ,从事审判辅助工作,法院法官助理职位,1,本科以上,学士以上,06法律类,06法律类,,否,应届毕业生,女性;通过法律职业资格考试，未通过的录用后需在录用单位工作满5年;普通高等院校毕业生（非在职）,韶关
南雄市人民法院,3060003,综合办公室（司法警察大队）二级主任科员以下,30600032549001 ,从事财务工作,法院司法行政职位,1,本科以上,学士以上,"会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204)",,否,应届毕业生,,韶关
仁化县人民法院,3060004,审判执行业务庭五级法官助理,30600042548001 ,从事审判辅助工作,法院法官助理职位,1,本科,学士,,法学类(B0301),,否,否,男性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
仁化县人民法院,3060004,审判执行业务庭五级法官助理,30600042548002 ,从事审判辅助工作,法院法官助理职位,1,本科,学士,,法学类(B0301),,否,否,女性;通过法律职业资格考试;普通高等院校毕业生（非在职）,韶关
