广东省各级公安机关2025年考试录用公务员职位表,,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否开展心理素质测评,是否限应届毕业生报考,其他要求,考区
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546009 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011)","数学类(B0701),统计学类(B0711),信息工程(B080706),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),空间信息与数字技术(B080908),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911),区块链工程(B080917),网络安全与执法(B083108),数据警务技术(B083110),信息管理与信息系统(B120102),大数据管理与应用(B120107)",,否,是,否,男性,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546010 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,2025届高校毕业生,男性;通过法律职业资格考试,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546011 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,应届毕业生,男性;通过法律职业资格考试,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546012 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,否,男性;通过法律职业资格考试,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546013 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,否,通过法律职业资格考试,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546014 ,金融财会类职位;从事公安财务、审计、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"财政学（含∶税收学）(A020203),税务硕士（专业硕士）(A020214),审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","财政学(B020201),税收学(B020202),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,应届毕业生,男性,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546015 ,从事公安基建管理、工程验收、后勤保障、公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"建筑技术科学(A081304),建筑学硕士（专业硕士）(A081305),结构工程(A081402),测绘科学与技术(A0816),测绘工程硕士（专业硕士）(A084204),土木工程硕士（专业硕士）(A084401)","建筑学(B081001),土木工程(B081101),给排水科学与工程(B081103),智能建造(B081107),测绘工程(B081301)",,否,是,应届毕业生,男性,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546016 ,外语及少数民族语言翻译类职位;从事语言翻译及公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"中国少数民族语言文学（分语族）(A050107),亚非语言文学(A050210),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","中国少数民族语言文学(B050104),英语(B050201),缅甸语(B050216),越南语(B050223)",,否,是,否,"男性;亚非语言文学（限：缅甸语、越南语）（A050210）;中国少数民族语言文学（限：维语）（A050107）, 中国少数民族语言文学（限：维语）（B050104）",广州
广州市公安局白云区分局,2010006,巡特警大队二级警长以下,20100062546017 ,特警类职位;从事公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,2025届高校毕业生,男性,广州
广州市公安局白云区分局,2010006,巡特警大队二级警长以下,20100062546018 ,特警类职位;从事公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,2025届高校毕业生,男性,广州
广州市公安局白云区分局,2010006,巡特警大队二级警长以下,20100062546019 ,警犬技术类职位;从事警犬训导、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,兽医学(A0911),"警犬技术(B030605),动物医学(B090401)",,否,是,应届毕业生,男性,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546020 ,从事公安执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"法学(A0301),公安学(A0306),公安技术(A0838)","法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,广州
广州市公安局白云区分局,2010006,基层派出所二级警长以下,20100062546021 ,从事公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学(A0301),公安学(A0306),公安技术(A0838)","法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,广州
广州市公安局白云区分局,2010006,看守所1名、拘留所1名二级警长以下,20100062546022 ,从事监管场所执法、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,2025届高校毕业生,女性,广州
广州市公安局白云区分局,2010006,看守所1名、拘留所1名二级警长以下,20100062546023 ,从事监管场所执法、心理疏导、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,心理学(A0402),"监狱学(B030103),司法警察学(B030106),社区矫正(B030107),心理学类(B0712)",,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546001 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（法学）(A030112)",法学(B030101),,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546002 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（法学）(A030112)",法学(B030101),,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546003 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（法学）(A030112)",法学(B030101),,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546004 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（法学）(A030112)",法学(B030101),,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546005 ,从事公安法制、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学理论(A030101),宪法学与行政法学(A030103),刑法学(A030104),诉讼法学(A030106),经济法学(A030107),国际法学（含：国际公法、国际私法、国际经济法）(A030109),法律（法学）(A030112)",法学(B030101),,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546006 ,从事公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546007 ,从事公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546008 ,从事公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,是,否,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546009 ,从事公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,是,否,,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546010 ,从事公安文秘、调研、材料综合、宣传、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"语言学及应用语言学(A050102),汉语言文字学(A050103),中国现当代文学(A050106),新闻学(A050301),新闻与传播硕士（专业硕士）(A050303)","汉语言文学(B050101),汉语言(B050102),应用语言学(B050106),秘书学(B050107),新闻传播学类(B0503)",,否,是,应届毕业生,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546011 ,金融财会类职位;从事公安财务、审计、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"财政学（含∶税收学）(A020203),审计硕士（专业硕士）(A020218),经济法学(A030107),会计学(A120201),会计硕士（专业硕士）(A120206)","财政学类(B0202),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,应届毕业生,男性,广州
广州市公安局黄埔区分局,2010007,交通警察支队黄埔大队二级警长以下,20100072546012 ,从事交通安全管理、信息化建设、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"交通信息工程及控制(A082302),交通运输规划与管理(A082303)","交通工程(B081902),交通设备与控制工程(B081906),智慧交通(B081911)",,否,是,应届毕业生,男性,广州
广州市公安局黄埔区分局,2010007,基层派出所二级警长以下,20100072546013 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","经济统计学(B020102),数学类(B0701),统计学类(B0711),电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,2025届高校毕业生,男性,广州
广州市公安局黄埔区分局,2010007,巡特警大队二级警长以下,20100072546014 ,特警类职位;从事公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,广州
广州市公安局黄埔区分局,2010007,巡特警大队二级警长以下,20100072546015 ,特警类职位;从事公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,2025届高校毕业生,男性,广州
广州市公安局花都区分局,2010008,警务保障室1名、监督室1名二级警长以下,20100082546001 ,金融财会类职位;从事公安财务、审计、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"财政学（含∶税收学）(A020203),审计硕士（专业硕士）(A020218),经济法学(A030107),会计学(A120201),会计硕士（专业硕士）(A120206)","财政学类(B0202),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,应届毕业生,男性,广州
广州市公安局花都区分局,2010008,交通警察支队花都大队二级警长以下,20100082546002 ,从事交通安全管理、信息化建设、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"机械工程(A0802),交通信息工程及控制(A082302),交通运输规划与管理(A082303),机械工程硕士（专业硕士）(A084601)","机械类(B0802),交通运输(B081901),交通工程(B081902),交通设备与控制工程(B081906)",,否,是,否,男性,广州
广州市公安局花都区分局,2010008,巡特警大队二级警长以下,20100082546003 ,特警类职位;从事特警训练、运动康复、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546004 ,从事公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"法学(A0301),公安学(A0306),公安技术(A0838)","法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546005 ,从事公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"法学(A0301),公安学(A0306),公安技术(A0838)","法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546006 ,金融财会类职位;从事公安财务、审计、公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"财政学（含∶税收学）(A020203),审计硕士（专业硕士）(A020218),经济法学(A030107),会计学(A120201),会计硕士（专业硕士）(A120206)","财政学类(B0202),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,否,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546007 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","经济统计学(B020102),数学类(B0701),统计学类(B0711),电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,否,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546008 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","经济统计学(B020102),数学类(B0701),统计学类(B0711),电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,应届毕业生,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546009 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),新一代电子信息技术硕士（专业硕士）(A084001),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,否,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546010 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),新一代电子信息技术硕士（专业硕士）(A084001),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,应届毕业生,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546011 ,外语翻译类职位;从事外语翻译及公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"英语语言文学(A050201),俄语语言文学(A050202),法语语言文学(A050203),阿拉伯语语言文学(A050208),亚非语言文学(A050210),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213),俄语笔译硕士（专业硕士）(A050214),俄语口译硕士（专业硕士）(A050215),法语笔译硕士（专业硕士）(A050218),法语口译硕士（专业硕士）(A050219),阿拉伯语笔译硕士（专业硕士）(A050226),阿拉伯语口译硕士（专业硕士）(A050227),越南语笔译硕士（专业硕士）(A050232),越南语口译硕士（专业硕士）(A050233)","英语(B050201),俄语(B050202),法语(B050204),阿拉伯语(B050206),缅甸语(B050216),越南语(B050223),翻译(B050261),商务英语(B050262)",,否,是,应届毕业生,男性;亚非语言文学（限：缅甸语、越南语）（A050210）,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546012 ,从事公安文秘、调研、材料综合、宣传、公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"法学(A0301),语言学及应用语言学(A050102),汉语言文字学(A050103),中国现当代文学(A050106),新闻学(A050301),新闻与传播硕士（专业硕士）(A050303)","法学类(B0301),汉语言文学(B050101),汉语言(B050102),应用语言学(B050106),秘书学(B050107),新闻传播学类(B0503)",,否,是,否,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546013 ,从事公安文秘、调研、材料综合、宣传、公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"管理科学与工程(A1201),公共管理(A1204),图书情报与档案管理(A1205)","管理科学与工程类(B1201),公共管理类(B1204),图书情报与档案管理类(B1205)",,否,是,2025届高校毕业生,,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546014 ,从事公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,不限,不限,,否,是,否,男性,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546015 ,从事公安执法勤务等工作,公安机关执法勤务职位,1,大专以上,不限,不限,不限,不限,否,是,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,广州
广州市公安局花都区分局,2010008,基层派出所二级警长以下,20100082546016 ,从事公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,不限,不限,,否,是,否,,广州
广州市公安局番禺区分局,2010009,指挥中心2名、政工办公室2名二级警长以下,20100092546001 ,从事公安文秘、调研、材料综合、宣传、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"马克思主义哲学(A010101),马克思主义理论(A0305),语言学及应用语言学(A050102),汉语言文字学(A050103),中国现当代文学(A050106),新闻学(A050301),传播学(A050302),新闻与传播硕士（专业硕士）(A050303)","马克思主义理论类(B0305),汉语言文学(B050101),汉语言(B050102),汉语国际教育(B050103),应用语言学(B050106),秘书学(B050107),中国语言与文化(B050108),新闻学(B050301),传播学(B050304),网络与新媒体(B050306),新媒体艺术(B130510)",,否,是,否,男性,广州
广州市公安局番禺区分局,2010009,指挥中心二级警长以下,20100092546002 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","经济统计学(B020102),数学类(B0701),统计学类(B0711),电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,警务保障室二级警长以下,20100092546003 ,从事公安基建管理、工程验收、后勤保障、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"建筑技术科学(A081304),建筑学硕士（专业硕士）(A081305),结构工程(A081402),测绘科学与技术(A0816),测绘工程硕士（专业硕士）(A084204),土木工程硕士（专业硕士）(A084401),管理科学与工程(A1201)","建筑学(B081001),土木工程(B081101),给排水科学与工程(B081103),智能建造(B081107),测绘工程(B081301),工程管理(B120103)",,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,网络警察大队二级警长以下,20100092546004 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),新一代电子信息技术硕士（专业硕士）(A084001),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,食品药品与环境犯罪侦查大队二级警长以下,20100092546005 ,物证检验及鉴定类职位;从事食品药品与环境犯罪物证检验、鉴定、公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,"化学(A0703),化学工程与技术(A0817),环境科学与工程(A0830),食品科学与工程(A0832)","化学类(B0703),食品科学与工程类(B0828)",,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,治安管理大队二级警长以下,20100092546006 ,安全防范技术类职位;从事爆炸防控技术及爆炸物品安全监管、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"安全科学与工程(A0837),安全工程硕士（专业硕士）(A084202),管理科学与工程(A120101)","安全工程(B083001),应急技术与管理(B083002),安全防范工程(B083104)",,否,是,否,男性,广州
广州市公安局番禺区分局,2010009,治安管理大队二级警长以下,20100092546007 ,安全防范技术类职位;从事爆炸防控技术及爆炸物品安全监管、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"化学(A0703),化学工程与技术(A0817),火炮、自动武器与弹药工程(A082603),军事化学与烟火技术(A082604),辐射防护及环境保护(A082704)","化学(B070301),应用化学(B070302),化学工程与工艺(B081401),弹药工程与爆炸技术(B082204),特种能源技术与工程(B082205),辐射防护与核安全(B082302)",,否,是,否,男性,广州
广州市公安局番禺区分局,2010009,人口管理大队二级警长以下,20100092546008 ,外语翻译类职位;从事外语翻译及公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"英语语言文学(A050201),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","英语(B050201),孟加拉语(B050242),翻译(B050261),商务英语(B050262)",,否,是,否,,广州
广州市公安局番禺区分局,2010009,刑事警察大队二级警长以下,20100092546009 ,法医类职位;从事法医、物证检验鉴定、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,法医学(A100105),法医学类(B1002),,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,看守所二级警长以下,20100092546010 ,从事监管场所管理、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,是,否,男性,广州
广州市公安局番禺区分局,2010009,巡特警大队二级警长以下,20100092546011 ,特警类职位;从事特警训练、运动康复、公安执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,体育学(A0403),"体育教育(B040201),运动训练(B040202),武术与民族传统体育(B040204),运动康复(B040206),体能训练(B040208)",,否,是,2025届高校毕业生,男性,广州
广州市公安局番禺区分局,2010009,交通警察支队番禺大队二级警长以下,20100092546012 ,从事交通安全管理、信息化建设、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"交通信息工程及控制(A082302),交通运输规划与管理(A082303),道路交通运输硕士（专业硕士）(A084702)","交通运输(B081901),交通工程(B081902),交通设备与控制工程(B081906),智慧交通(B081911),交通管理工程(B083103),交通管理(B120407)",,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,水警派出所二级警长以下,20100092546013 ,从事执法船艇驾驶、轮机管理、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"船舶与海洋结构物设计制造(A082401),轮机工程(A082402),船舶工程硕士（专业硕士）(A084605)","航海技术(B081903),轮机工程(B081904),救助与打捞工程(B081907),船舶电子电气工程(B081908),船舶与海洋工程(B082001)",,否,是,否,男性,广州
广州市公安局番禺区分局,2010009,基层派出所二级警长以下,20100092546014 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","经济统计学(B020102),数学类(B0701),统计学类(B0711),电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,应届毕业生,男性,广州
广州市公安局番禺区分局,2010009,基层派出所二级警长以下,20100092546015 ,信息通信类职位;从事公安信息化建设、数据分析、公安执法勤务等工作,公安机关执法勤务职位,4,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213),数学(A0701),系统科学(A0711),统计学(A0714),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","经济统计学(B020102),数学类(B0701),统计学类(B0711),电子信息工程(B080701),通信工程(B080703),信息工程(B080706),电子信息科学与技术(B080714),人工智能(B080717),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,否,男性,广州
