广东省各级公安机关2025年考试录用公务员职位表,,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否开展心理素质测评,是否限应届毕业生报考,其他要求,考区
佛山市公安局顺德分局,2050004,二级警长以下,20500042546019 ,金融财会类职位;从事公安财务、审计、经济犯罪侦查、执法勤务等工作,公安机关执法勤务职位,3,研究生,硕士以上,"应用经济学(A0202),会计学(A120201),会计硕士（专业硕士）(A120206)",,,否,是,否,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546020 ,金融财会类职位;从事公安财务、审计、经济犯罪侦查、执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"金融学（含∶保险学）(A020204),金融硕士（专业硕士）(A020212),审计硕士（专业硕士）(A020218)","金融学(B020301),审计学(B120207)",,否,是,否,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546021 ,金融财会类职位;从事公安财务、审计、经济犯罪侦查、执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"财政学（含∶税收学）(A020203),税务硕士（专业硕士）(A020214),审计硕士（专业硕士）(A020218)","财政学类(B0202),审计学(B120207)",,否,是,2025届高校毕业生,,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546022 ,金融财会类职位;从事公安财务、审计、经济犯罪侦查、执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"审计硕士（专业硕士）(A020218),会计学(A120201),企业管理（含：财务管理、市场营销、人力资源管理）(A120202),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,否,,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546023 ,物证检验及鉴定类职位;从事食品药品与环境犯罪侦查、执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"环境工程(A083002),食品科学(A083201),食品加工与安全硕士（专业硕士）(A083205),环境工程硕士（专业硕士）(A084201),人工环境工程硕士（专业硕士）(A084406),药学(A1007)","环境工程(B082602),食品科学与工程(B082801),食品质量与安全(B082802),药学类(B1010)",,否,是,应届毕业生,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546024 ,物证检验及鉴定类职位;从事食品药品与环境犯罪侦查、执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"环境工程(A083002),食品科学(A083201),食品加工与安全硕士（专业硕士）(A083205),环境工程硕士（专业硕士）(A084201),人工环境工程硕士（专业硕士）(A084406),药学(A1007)","环境工程(B082602),食品科学与工程(B082801),食品质量与安全(B082802),药学类(B1010)",,否,是,2025届高校毕业生,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546025 ,刑事技术类职位;从事物证检验及鉴定、危爆物品管理、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"化学(A0703),化学工程与技术(A0817),生物工程(A0836),公安技术(A0838),化学工程硕士（专业硕士）(A084102),制药工程硕士（专业硕士）(A084502)","化学类(B0703),化工与制药类(B0814),生物工程(B082901),刑事科学技术(B083101)",,否,是,否,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546026 ,从事行政管理、执法勤务等工作,公安机关执法勤务职位,3,研究生,硕士以上,"行政管理(A120401),社会保障(A120404),公共管理硕士（专业硕士）(A120406)",,,否,是,否,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546027 ,从事行政管理、执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"企业管理（含：财务管理、市场营销、人力资源管理）(A120202),行政管理(A120401),社会保障(A120404),公共管理硕士（专业硕士）(A120406)","市场营销(B120202),公共事业管理(B120401),行政管理(B120402),劳动与社会保障(B120403)",,否,是,否,,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546028 ,从事公安教育培训管理、监管场所管理、执法勤务等工作,公安机关执法勤务职位,3,研究生,硕士以上,教育学(A04),,,否,是,否,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546029 ,从事公安教育培训管理、监管场所管理、执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,教育学(A04),"教育学(B040101),科学教育(B040102),人文教育(B040103),教育技术学(B040104),教育康复学(B040110),体育学类(B0402),心理学类(B0712)",,否,是,应届毕业生,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546030 ,从事公安教育培训管理、监管场所管理、执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,教育学(A04),"教育学(B040101),科学教育(B040102),人文教育(B040103),教育技术学(B040104),教育康复学(B040110),体育学类(B0402),心理学类(B0712)",,否,是,否,,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546031 ,交通安全技术类职位;从事交通管理、执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"交通运输工程(A0823),公安技术(A0838),道路交通运输硕士（专业硕士）(A084702)","交通运输(B081901),交通工程(B081902),交通设备与控制工程(B081906),交通管理工程(B083103),交通管理(B120407)",,否,是,否,男性,佛山
佛山市公安局顺德分局,2050004,二级警长以下,20500042546032 ,交通安全技术类职位;从事交通管理、执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,"机械工程(A0802),建筑学(A0813),结构工程(A081402),交通信息工程及控制(A082302),交通运输规划与管理(A082303),公安技术(A0838),机械工程硕士（专业硕士）(A084601),车辆工程硕士（专业硕士）(A084602),道路交通运输硕士（专业硕士）(A084702)","机械工程(B080201),机械设计制造及其自动化(B080202),车辆工程(B080207),汽车维修工程教育(B080212),建筑学(B081001),土木工程(B081101),智能建造(B081107),智能建造与智慧交通(B081112),交通运输(B081901),交通工程(B081902),交通设备与控制工程(B081906),交通管理工程(B083103),交通管理(B120407)",,否,是,否,男性,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546001 ,从事公安执法工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546002 ,交通安全技术类职位;从事交通设施管理、公安执法等工作,公安机关执法勤务职位,1,本科以上,学士以上,"交通运输工程(A0823),轨道交通运输硕士（专业硕士）(A084701),道路交通运输硕士（专业硕士）(A084702)","交通运输(B081901),交通工程(B081902),交通管理工程(B083103),交通管理(B120407)",,否,是,应届毕业生,,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546003 ,信息通信类职位;从事科技信息化及公安执法工作,公安机关执法勤务职位,3,本科以上,学士以上,"计算机科学与技术(A0812),网络空间安全(A0839),电子信息(A0840)","电子信息工程(B080701),电子科学与技术(B080702),信息工程(B080706),电子信息科学与技术(B080714),计算机类(B0809)",,否,是,应届毕业生,男性,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546004 ,从事各项工程设施管理、设计、建造、公安执法等工作,公安机关执法勤务职位,1,本科以上,学士以上,"建筑学(A0813),土木工程(A0814),土木工程硕士（专业硕士）(A084401),市政工程硕士（专业硕士）(A084405)","人文地理与城乡规划(B070503),建筑学(B081001),城乡规划(B081002),土木工程(B081101)",,否,是,应届毕业生,,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546005 ,从事公安法制工作及执法工作,公安机关执法勤务职位,3,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306)",,否,是,否,男性,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546006 ,从事公安法制工作及执法工作,公安机关执法勤务职位,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,否,男性;通过法律职业资格考试,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546007 ,从事公安文秘、调研、宣传、公安执法等工作,公安机关执法勤务职位,1,本科以上,学士以上,"中国语言文学(A0501),新闻传播学(A0503),中国史(A060106)","汉语言文学(B050101),汉语言(B050102),应用语言学(B050106),秘书学(B050107),新闻传播学类(B0503),历史学(B060101)",,否,是,否,男性,佛山
佛山市公安局高明分局,2050005,二级警长以下,20500052546008 ,刑事技术类职位;从事物证检验、鉴定等刑事技术工作及公安执法等工作,公安机关执法勤务职位,2,本科以上,学士以上,"生物医学工程(A0831),公安技术(A0838),生物医学工程硕士（专业硕士）(A084009)","生物医学工程(B082701),刑事科学技术(B083101),安全防范工程(B083104),公安视听技术(B083105),火灾勘查(B083107),网络安全与执法(B083108),数据警务技术(B083110),食品药品环境犯罪侦查技术(B083111)",,否,是,否,男性,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546001 ,从事公安文秘、调研、公安执法等工作,公安机关执法勤务职位,1,本科以上,学士以上,"哲学(A01),中国语言文学(A0501)","哲学(B01),思想政治教育(B030503),汉语言文学(B050101),汉语言(B050102),秘书学(B050107)",,否,是,应届毕业生,,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546002 ,从事公安法制、基层一线执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,法学(A03),法学(B03),,否,是,否,,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546003 ,从事公安法制、基层一线执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546004 ,从事公安法制、基层一线执法勤务等工作,公安机关执法勤务职位,5,本科以上,学士以上,"法学(A0301),公安学(A0306)","法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546005 ,物证检验及鉴定类职位;从事食品药品与环境犯罪物证检验、鉴定、公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,化学(A0703),"化学类(B0703),环境工程(B082602),食品科学与工程(B082801),食品质量与安全(B082802),药学类(B1010)",,否,是,否,,佛山
佛山市公安局三水分局,2050006,一级警员,20500062546006 ,交通安全技术类职位;从事交通设施管理、公安执法等工作,公安机关执法勤务职位,1,本科,学士,,"电气工程及其自动化(B080601),交通运输(B081901),交通工程(B081902),交通设备与控制工程(B081906),交通管理工程(B083103),交通管理(B120407)",,否,是,否,男性,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546007 ,金融财会类职位;从事公安财务、审计、经济犯罪侦查等工作,公安机关执法勤务职位,1,本科以上,学士以上,"财政学（含∶税收学）(A020203),金融学（含∶保险学）(A020204),审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","经济学类(B0201),财政学类(B0202),金融学类(B0203),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,应届毕业生,男性,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546008 ,网络安全管理类职位;从事网络安全、数据安全、物证检验及鉴定等工作,公安机关执法勤务职位,2,本科以上,学士以上,公安技术(A0838),"信息与计算科学(B070102),刑事科学技术(B083101),公安视听技术(B083105),网络安全与执法(B083108),数据警务技术(B083110)",,否,是,否,男性,佛山
佛山市公安局三水分局,2050006,一级警员,20500062546009 ,网络安全管理类职位;从事网络安全执法、信息提取等工作,公安机关执法勤务职位,3,本科,学士,,"通信工程(B080703),人工智能(B080717),计算机科学与技术(B080901),网络工程(B080903)",,否,是,否,,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546010 ,法医类职位;从事公安法医检验工作,公安机关执法勤务职位,2,本科以上,学士以上,"法医学(A100105),临床医学(A1002)","法医学类(B1002),临床医学类(B1003)",,否,是,应届毕业生,男性,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546011 ,安全防范技术类职位;从事防爆处突、基层一线执法等工作,公安机关执法勤务职位,2,本科以上,学士以上,"兵器科学与技术(A0826),兵器工程硕士（专业硕士）(A084606)","体育学类(B0402),武器系统与工程(B082201),武器发射工程(B082202),弹药工程与爆炸技术(B082204)",,否,是,应届毕业生,男性,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546012 ,从事基层一线执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,不限,不限,,否,是,否,,佛山
佛山市公安局三水分局,2050006,二级警长以下,20500062546013 ,从事基层一线执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,应届毕业生,,佛山
韶关市公安局,2060001,政治处二级警长以下,20600012546001 ,从事公安调研、党建综合工作,公安机关执法勤务职位,1,本科以上,学士以上,"马克思主义哲学(A010101),政治学(A0302),马克思主义理论(A0305)","哲学(B010101),政治学类(B0302),马克思主义理论类(B0305)",,否,是,否,男性,韶关
韶关市公安局,2060001,指挥中心二级警长以下,20600012546002 ,从事公安文秘、调研等工作,公安机关执法勤务职位,2,本科以上,学士以上,"马克思主义哲学(A010101),政治学(A0302),中国语言文学(A0501)","法学(B030101),汉语言文学(B050101),汉语言(B050102),新闻传播学类(B0503)",,否,是,应届毕业生,男性,韶关
韶关市公安局,2060001,宣传科二级警长以下,20600012546003 ,从事公安新闻传播、公共关系等工作,公安机关执法勤务职位,1,本科以上,学士以上,"社会学(A030301),心理学(A0402),音乐硕士（专业硕士）(A130202),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306)","新闻学(B050301),传播学(B050304),音乐表演(B130201),播音与主持艺术(B130309),摄影(B130404)",,否,是,否,,韶关
韶关市公安局,2060001,审计科二级警长以下,20600012546004 ,金融财会类职位;从事公安财务、审计等工作,公安机关执法勤务职位,1,本科以上,学士以上,"财政学（含∶税收学）(A020203),审计硕士（专业硕士）(A020218)","经济学类(B0201),财政学类(B0202),金融学类(B0203),审计学(B120207)",,否,是,否,男性,韶关
韶关市公安局,2060001,出入境管理科二级警长以下,20600012546005 ,外语翻译类职位;从事外语翻译、案件办理等工作,公安机关执法勤务职位,1,本科以上,学士以上,"亚非语言文学(A050210),法语笔译硕士（专业硕士）(A050218),法语口译硕士（专业硕士）(A050219),朝鲜语笔译硕士（专业硕士）(A050222),朝鲜语口译硕士（专业硕士）(A050223)","法语(B050204),朝鲜语(B050209),缅甸语(B050216),越南语(B050223)",,否,是,否,男性;亚非语言文学（限：朝鲜语、缅甸语、越南语）（A050210）,韶关
韶关市公安局,2060001,经济犯罪侦查支队二级警长以下,20600012546006 ,金融财会类职位;从事经济犯罪侦查工作,公安机关执法勤务职位,2,本科以上,学士以上,"财政学（含∶税收学）(A020203),税务硕士（专业硕士）(A020214),审计硕士（专业硕士）(A020218)","税收学(B020202),金融学(B020301),互联网金融(B020309),审计学(B120207),海关稽查(B120217)",,否,是,否,男性,韶关
韶关市公安局,2060001,治安管理支队二级警长以下,20600012546007 ,安全防范技术类职位;从事物品安全管理和保管设施建设等工作,公安机关执法勤务职位,1,本科以上,学士以上,安全科学与工程(A0837),安全科学与工程类(B0830),,否,是,否,男性,韶关
韶关市公安局,2060001,禁毒支队二级警长以下,20600012546008 ,物证检验及鉴定类职位;从事食品药品与环境犯罪物证检验、鉴定、公安执法勤务等工作,公安机关执法勤务职位,3,本科以上,学士以上,"环境工程(A083002),食品科学(A083201),食品加工与安全硕士（专业硕士）(A083205),药学(A1007)","环境工程(B082602),食品科学与工程(B082801),食品质量与安全(B082802),药学(B101001),药物制剂(B101002),药物分析(B101005),药物化学(B101006)",,否,是,应届毕业生,,韶关
韶关市公安局,2060001,信息通信科警务技术二级主管以下,20600012547001 ,信息通信类职位;从事信息通信、网络安全管理、公安执法等工作,公安机关警务技术职位,3,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),人工智能硕士（专业硕士）(A084010),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","电子信息类(B0807),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),智能科学与技术(B080907),电子与计算机工程(B080909),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,应届毕业生,男性,韶关
韶关市公安局,2060001,刑事警察支队警务技术二级主管以下,20600012547002 ,警犬技术类职位;从事警犬训导、公安执法等工作,公安机关警务技术职位,1,本科以上,学士以上,兽医学(A0911),"警犬技术(B030605),动物科学(B090301),动物医学(B090401)",,否,是,否,男性,韶关
韶关市公安局,2060001,网络警察支队警务技术二级主管以下,20600012547003 ,信息通信类职位;从事网络安全管理、公安执法等工作,公安机关警务技术职位,3,本科以上,学士以上,"计算机软件与理论(A081202),计算机应用技术(A081203),网络空间安全(A0839),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","信息安全(B080904),网络空间安全(B080911),网络安全与执法(B083108)",,否,是,否,男性,韶关
乐昌市公安局,2060002,交通警察大队二级警长以下,20600022546001 ,交通安全技术类职位;从事交通信息维护、设施管理和维护、公安执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,信息与通信工程(A0810),电子信息类(B0807),,否,是,否,男性,韶关
乐昌市公安局,2060002,警务保障科二级警长以下,20600022546002 ,金融财会类职位;从事公安财务、审计等工作,公安机关执法勤务职位,1,本科以上,学士以上,工商管理(A1202),"经济学类(B0201),金融学类(B0203),工商管理类(B1202)",,否,是,否,男性,韶关
乐昌市公安局,2060002,指挥中心二级警长以下,20600022546003 ,从事公安新闻宣传、警队心理疏导等工作,公安机关执法勤务职位,1,本科以上,学士以上,"心理学(A0402),新闻传播学(A0503),广播电视艺术学(A130305)","秘书学(B050107),新闻学(B050301),网络与新媒体(B050306),心理学(B071201)",,否,是,2025届高校毕业生,男性,韶关
乐昌市公安局,2060002,出入境、户政管理科二级警长以下,20600022546004 ,从事涉外人员管理、国际警务协作、案件侦办以及对外公共关系处理等工作,公安机关执法勤务职位,1,本科以上,学士以上,"法学(A0301),语言学及应用语言学(A050102),汉语言文字学(A050103),外国语言文学(A0502)","法学(B030101),汉语言文学(B050101),英语(B050201)",,否,是,否,,韶关
乐昌市公安局,2060002,经济犯罪侦查大队二级警长以下,20600022546005 ,从事基层一线执法勤务工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
乐昌市公安局,2060002,刑事侦查大队二级警长以下,20600022546006 ,从事基层一线执法勤务工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,否,男性,韶关
南雄市公安局,2060003,交通警察大队二级警长以下,20600032546001 ,从事交通设施管理、信息通信等工作,公安机关执法勤务职位,3,本科以上,学士以上,信息与通信工程(A0810),"信息与计算科学(B070102),统计学(B071101),电子信息类(B0807)",,否,是,否,男性,韶关
南雄市公安局,2060003,禁毒大队二级警长以下,20600032546002 ,从事危化品管理、易制毒化学品管理、基层一线执法等工作,公安机关执法勤务职位,2,本科以上,学士以上,化学工程与技术(A0817),"化学类(B0703),生物科学类(B0710),化工与制药类(B0814)",,否,是,否,男性,韶关
南雄市公安局,2060003,法制科二级警长以下,20600032546003 ,从事公安法制工作,公安机关执法勤务职位,2,本科以上,学士以上,06法律类,06法律类,,否,是,否,男性,韶关
南雄市公安局,2060003,政工办公室二级警长以下,20600032546004 ,从事人事、公安调查研究、文秘、宣传等工作,公安机关执法勤务职位,2,本科以上,学士以上,"中国语言文学(A0501),新闻传播学(A0503)","汉语言文学(B050101),新闻传播学类(B0503),人力资源管理(B120206)",,否,是,否,,韶关
南雄市公安局,2060003,基层派出所二级警长以下,20600032546005 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
南雄市公安局,2060003,看守所二级警长以下,20600032546006 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
南雄市公安局,2060003,拘留所二级警长以下,20600032546007 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
南雄市公安局,2060003,森林警察大队二级警长以下,20600032546008 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
仁化县公安局,2060004,政工办公室一级警员,20600042546001 ,从事公安警营文化建设、文体活动组织、心理疏导等工作,公安机关执法勤务职位,1,本科,学士,,"心理学类(B0712),音乐与舞蹈学类(B1302)",,否,是,应届毕业生,女性,韶关
仁化县公安局,2060004,森林警察大队一级警员,20600042546002 ,从事基层一线执法勤务工作,公安机关执法勤务职位,1,本科,学士,,"林业工程类(B0825),环境科学与工程类(B0826)",,否,是,应届毕业生,男性,韶关
仁化县公安局,2060004,法制科一级警员,20600042546003 ,从事公安法制工作,公安机关执法勤务职位,1,本科,学士,,法学类(B0301),,否,是,否,女性,韶关
仁化县公安局,2060004,警务保障科一级警员,20600042546004 ,从事公安财务、审计等工作,公安机关执法勤务职位,1,本科,学士,,"会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,否,男性,韶关
仁化县公安局,2060004,指挥中心一级警员,20600042546005 ,从事档案管理等工作,公安机关执法勤务职位,1,本科,学士,,"保密管理(B120106),公共管理类(B1204),图书情报与档案管理类(B1205)",,否,是,否,男性,韶关
仁化县公安局,2060004,治安管理大队一级警员,20600042546006 ,从事食品药品安全犯罪案件侦查、公安执法勤务工作,公安机关执法勤务职位,1,本科,学士,,食品科学与工程类(B0828),,否,是,应届毕业生,男性,韶关
仁化县公安局,2060004,交通警察大队二级警长以下,20600042546007 ,从事基层一线执法勤务工作,公安机关执法勤务职位,1,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
仁化县公安局,2060004,经济犯罪侦查大队二级警长以下,20600042546008 ,从事基层一线执法勤务工作,公安机关执法勤务职位,1,本科以上,学士以上,不限,不限,,否,是,否,男性,韶关
仁化县公安局,2060004,刑事侦查大队警务技术员,20600042547001 ,信息通信类职位;从事科技信息化、执法勤务等工作,公安机关警务技术职位,1,本科,学士,,"电子信息类(B0807),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,是,应届毕业生,男性,韶关
仁化县公安局,2060004,刑事侦查大队警务技术员,20600042547002 ,刑事技术类职位;从事物证检验及鉴定工作,公安机关警务技术职位,1,本科,学士,,"生物医学工程类(B0827),生物工程(B082901),刑事科学技术(B083101)",,否,是,否,男性,韶关
仁化县公安局,2060004,刑事侦查大队警务技术员,20600042547003 ,法医类职位;从事法医工作,公安机关警务技术职位,1,本科,学士,,法医学类(B1002),,否,是,否,男性,韶关
始兴县公安局,2060005,基层派出所一级警员,20600052546001 ,信息通信类职位;从事公安信息化建设、网络安全管理、公安执法工作,公安机关执法勤务职位,1,本科,学士,,"电子信息类(B0807),自动化类(B0808),计算机类(B0809),网络安全与执法(B083108),信息管理与信息系统(B120102)",,否,是,否,男性,韶关
始兴县公安局,2060005,警务保障科一级警员,20600052546002 ,从事公安财务、审计等工作,公安机关执法勤务职位,1,本科,学士,,"财政学类(B0202),工商管理类(B1202)",,否,是,应届毕业生,,韶关
始兴县公安局,2060005,法制科一级警员,20600052546003 ,从事公安法制等工作,公安机关执法勤务职位,1,本科,学士,,法学类(B0301),,否,是,否,,韶关
始兴县公安局,2060005,基层派出所一级警员,20600052546004 ,从事基层一线执法勤务工作,公安机关执法勤务职位,1,本科,学士,,不限,,否,是,应届毕业生,男性,韶关
始兴县公安局,2060005,刑事侦查大队警务技术员,20600052547001 ,法医类职位;从事公安刑事技术、法医工作,公安机关警务技术职位,1,本科,学士,,"公安学类(B0306),公安技术类(B0831),法医学类(B1002),临床医学类(B1003)",,否,是,否,男性,韶关
翁源县公安局,2060006,指挥中心二级警长以下,20600062546001 ,从事公安文秘、调研、宣传等工作,公安机关执法勤务职位,3,本科以上,学士以上,新闻传播学(A0503),"汉语言文学(B050101),汉语言(B050102),新闻学(B050301)",,否,是,应届毕业生,,韶关
翁源县公安局,2060006,经济犯罪侦查大队二级警长以下,20600062546002 ,从事经济犯罪侦查工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,否,男性,韶关
翁源县公安局,2060006,刑事侦查大队二级警长以下,20600062546003 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
翁源县公安局,2060006,刑事侦查大队二级警长以下,20600062546004 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,否,男性,韶关
翁源县公安局,2060006,基层派出所二级警长以下,20600062546005 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,否,男性,韶关
新丰县公安局,2060007,警务保障科一级警员,20600072546001 ,从事公安财务、审计、工程项目验收等工作,公安机关执法勤务职位,1,本科,学士,,"经济学类(B0201),财政学类(B0202),金融学类(B0203),计算机类(B0809),工商管理类(B1202),公共管理类(B1204)",,否,是,否,,韶关
新丰县公安局,2060007,法制科一级警员,20600072546002 ,从事公安法制、文书写作等工作,公安机关执法勤务职位,1,本科,学士,,"法学类(B0301),文学(B05)",,否,是,否,,韶关
新丰县公安局,2060007,刑事侦查大队二级警长以下,20600072546003 ,从事刑事犯罪侦查等工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,否,男性,韶关
新丰县公安局,2060007,交通警察大队二级警长以下,20600072546004 ,从事公安基层一线执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
新丰县公安局,2060007,丰城派出所二级警长以下,20600072546005 ,从事公安基层一线执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
新丰县公安局,2060007,刑事侦查大队警务技术员,20600072547001 ,法医类职位;从事法医工作,公安机关警务技术职位,1,本科,学士,,"基础医学(B100101),法医学类(B1002),临床医学类(B1003)",,否,是,否,男性,韶关
乳源瑶族自治县公安局,2060008,指挥中心二级警长以下,20600082546001 ,从事公安文秘、调研、宣传、公安执法等工作,公安机关执法勤务职位,1,本科以上,学士以上,"哲学(A01),政治学(A0302),民族学(A0304),马克思主义理论(A0305),中国语言文学(A0501),新闻传播学(A0503),公共管理(A1204)","哲学(B01),民族学类(B0304),马克思主义理论类(B0305),中国语言文学类(B0501),新闻传播学类(B0503),公共管理类(B1204),戏剧与影视学类(B1303)",,否,是,否,,韶关
乳源瑶族自治县公安局,2060008,治安管理大队二级警长以下,20600082546002 ,从事基层一线执法勤务工作,公安机关执法勤务职位,1,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,韶关
韶关市公安局浈江分局,2060009,经济犯罪侦查大队一级警员,20600092546001 ,从事经济犯罪侦查工作,公安机关执法勤务职位,1,本科,学士,,"经济学类(B0201),财政学类(B0202),金融学类(B0203),数学类(B0701),统计学类(B0711)",,否,是,应届毕业生,男性,韶关
韶关市公安局浈江分局,2060009,刑事侦查大队一级警员,20600092546002 ,从事执法勤务工作,公安机关执法勤务职位,3,本科,学士,,"法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,韶关
韶关市公安局浈江分局,2060009,治安管理大队一级警员,20600092546003 ,从事执法勤务工作,公安机关执法勤务职位,3,本科,学士,,"法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,韶关
韶关市公安局浈江分局,2060009,国内安全保卫大队二级警长以下,20600092546004 ,少数民族语言翻译类职位;从事翻译及公安执法勤务等工作,公安机关执法勤务职位,2,本科以上,学士以上,中国少数民族语言文学（分语族）(A050107),中国少数民族语言文学(B050104),,否,是,否,"男性;中国少数民族语言文学（限：维语）（A050107）, 中国少数民族语言文学（限：维语）（B050104）",韶关
